id,Salario,Perfil,Ativo01,Ativo02,Ativo03,Ativo04,Ativo05,Ativo06,Ativo07,Nota1,Nota2
id0035806,$9.45,Conservador,1517.53,,3906.87,5807.64,4480.73,2156.41,476.88,,11.423280191741881
id0008125,$6378.29,Agressivo,,5890.72,,22274.66,7253.5,,507.4,59.09831813401436,32.75621312166505
id0012170,$7.08,Moderado,1702.84,,2868.83,5527.98,5199.99,2570.33,507.43,41.403841346987534,92.22837865719221
id0033694,$47762.67,Conservador,,5300.75,3787.21,,7109.52,,494.77,34.17089452274647,30.00992759779244
id0036519,$361.20,Conservador,813.76,4919.53,2650.63,10497.86,6013.81,,481.86,68.9923821780544,76.86129814862602
id0011202,$88744.96,Moderado,,,3036.79,16161.53,4730.13,,501.45,64.20311029970841,4.7905581030649795
id0032222,$6239.37,Conservador,913.57,5045.56,2903.3,,5495.04,2006.29,513.51,73.28711858669492,0.08296161896113041
id0009275,$6.64,Agressivo,1055.75,5033.49,2535.09,11348.33,5415.78,,499.29,5.019902480663141,91.06125867435365
id0025983,$0.17,Moderado,893.72,5422.18,2951.52,9645.6,5386.93,,511.28,93.60289459883079,34.258279180631746
id0021898,$38.82,Agressivo,,5250.84,3324.75,,4616.49,,518.18,10.022940050616235,48.38826951725432
id0034841,$95065.04,Conservador,1017.97,5516.74,3316.63,8375.31,5097.44,,496.71,,
id0016473,$94315.22,Agressivo,1119.0,,3302.12,6713.64,5668.07,2048.19,494.75,67.10799991676173,5.512046537023241
id0027679,$853.65,Agressivo,,5241.63,3218.17,14404.53,,,497.49,7.804351610215809,65.72748244022783
id0025817,$6.05,Conservador,1247.79,,3101.88,17936.38,5071.95,2747.73,495.27,,31.151114293753125
id0005258,$73334.01,Agressivo,801.06,,2597.66,31307.66,5706.97,,520.55,88.96283778727569,3.3898839951809867
id0016397,$990.48,Agressivo,1113.49,4848.94,2579.55,10717.38,4843.22,2364.72,496.99,74.96476603709253,0.48072651533687116
id0011508,$719.30,Conservador,1371.84,,3362.16,10841.65,4545.99,2267.78,516.47,42.35980916180239,44.35057790085477
id0029145,$6139.80,Agressivo,1145.87,6163.17,3211.6,8236.43,5035.73,2153.56,501.08,35.28149423814586,83.05729067748418
id0028169,$11452.16,Moderado,,4696.41,2868.01,9213.39,5207.0,2118.16,511.63,74.44862496084303,9.613604327184833
id0014494,$25.21,Agressivo,1179.17,,2559.58,,4784.21,2379.02,491.98,85.91831584540807,
id0025727,$847.91,Conservador,,5550.76,2712.6,9673.11,4562.05,2370.38,497.92,73.39145458941215,3.29202593595459
id0014770,$31224.77,Agressivo,1137.07,,3305.63,26110.76,4881.7,2451.43,513.97,85.94035026775198,73.21457507572913
id0016188,$49.37,Conservador,1499.05,4530.62,2540.48,27307.54,4548.63,,496.77,84.68252955944024,69.6693986002205
id0008463,$2.14,Agressivo,1036.07,5045.44,3207.89,17663.03,5769.36,2011.06,515.33,60.413451043783574,13.473174737152894
id0020889,$209.81,Agressivo,1494.54,4852.56,,19702.77,4515.26,,493.77,3.0035676862927074,64.24606647999597
id0032149,$40409.65,Agressivo,1304.17,5212.45,4186.86,24408.72,4655.87,,489.28,73.18553367478795,38.98958668966155
id0016177,$9.63,Conservador,1704.09,5503.98,2739.59,14747.64,,2742.44,489.5,43.05520649754413,56.95785330427449
id0020443,$49727.81,Conservador,1140.82,5648.61,3721.57,7646.59,5519.37,,495.3,0.1375775576664462,80.05135904997923
id0004878,$85.03,Conservador,,5351.87,3585.66,32556.88,,,516.24,,75.02713874647364
id0013339,$45599.30,Moderado,931.94,,2970.08,,4155.32,2783.65,490.02,35.751550950565004,99.2118708064434
id0015022,$4.16,Conservador,1132.41,4745.59,2843.68,8176.29,,2446.59,491.41,,89.91378119426456
id0003536,$7414.64,Moderado,,4582.29,2995.48,18921.98,,,502.0,6.766704744284113,89.71240346133392
id0029661,$962.09,Conservador,805.3,4893.95,3611.9,16136.57,6516.82,,490.91,9.903328240461185,7.523976822466027
id0031192,$6.14,Conservador,,,3534.52,,6582.04,,505.58,72.88650058491739,32.23807298579885
id0021804,$9.37,Agressivo,1461.51,4857.81,,32377.96,5550.42,2690.0,510.57,8.624820358706542,29.648436992148454
id0001376,$76224.73,Conservador,1165.32,5165.8,2831.58,,5214.55,2145.99,487.91,55.13446193406111,68.28414130414457
id0026597,$2.75,Conservador,937.15,4569.64,2882.95,,4983.48,,512.61,28.031854618129636,58.018336391155366
id0016719,$2012.64,Moderado,1250.81,,3481.07,5649.78,4272.55,,515.37,89.2809431469605,49.042820832718284
id0034036,$572.44,Conservador,,5139.64,3133.29,15948.09,4424.8,2783.33,501.81,,81.90803254494772
id0031814,$4.08,Conservador,1175.87,4523.01,3028.31,9731.84,,2392.75,504.44,84.30515037435556,10.270220048929414
id0014999,$9.76,Conservador,1053.83,5780.93,,20359.12,,2074.72,502.97,27.839664047857603,18.78380130556233
id0017779,$385.71,Agressivo,,5395.03,3143.91,,4877.76,,492.45,37.849040044432755,71.94172592554129
id0000126,$1.65,Conservador,,4968.15,3064.42,5579.51,,,504.99,27.064233500764377,95.72502127763487
id0026227,$267.45,Moderado,1177.67,5326.86,3216.71,,4200.51,,521.0,28.80909272759308,22.55071182906828
id0032115,$96201.22,Moderado,1229.91,5378.4,,,7226.62,,504.02,32.55488948029377,82.5347066182087
id0012891,$27771.20,Moderado,1030.34,4776.29,3031.25,11976.12,4143.11,,497.03,10.119274454703653,36.5870985038069
id0013637,$767.25,Moderado,,4894.55,3661.26,8520.24,6089.02,,475.18,20.992986929595137,55.55912300772835
id0036042,$3.32,Conservador,,5718.86,3953.56,15281.52,,,510.19,57.65939680121209,18.70963616966973
id0019055,$4804.46,Agressivo,890.3,5578.56,2562.66,7119.66,4019.12,,505.8,89.0268680237709,61.1889746671333
id0019975,$9.15,Moderado,1276.82,5044.32,3222.84,19675.79,6220.89,2580.99,494.97,6.304571420174565,89.01198625948587
id0028703,$270.55,Moderado,,5435.78,2627.41,10341.45,4184.53,,482.2,31.037428778804188,67.70397255669685
id0013752,$4578.80,Agressivo,,5248.97,2861.74,18609.32,5413.29,2432.56,508.71,53.58496968244631,89.50308083100725
id0011766,$27120.58,Conservador,,4536.57,2951.26,18707.96,5485.09,,502.18,24.578366179780396,0.24317743821109516
id0020941,$687.97,Conservador,820.45,4999.81,3282.79,10861.56,4706.01,2844.87,495.63,98.59079993802547,44.84923037475792
id0006147,$4822.67,Conservador,1248.1,5078.74,2680.24,8933.58,4876.59,,512.69,,73.44180871041873
id0033624,$688.28,Conservador,1311.23,5133.41,2967.15,7239.31,4565.15,,490.71,45.99461126079858,57.36363766070802
id0008337,$20026.58,Agressivo,1091.71,4605.37,2807.65,13915.68,6530.83,,506.18,,96.25547802993026
id0027102,$11996.15,Conservador,1417.24,5454.73,2957.19,19712.6,4704.53,2398.09,521.28,12.782565335013086,57.25007801567222
id0003454,$0.38,Moderado,1347.31,5046.83,3339.27,12863.27,5707.93,,507.49,63.56152274187522,90.8751152068448
id0001101,$16.66,Agressivo,948.1,5401.02,3157.98,16766.67,,,524.11,49.76774041921998,13.74743351265516
id0035345,$97.72,Agressivo,1288.39,5471.42,2590.19,18952.61,5687.97,2851.6,504.1,66.71784266752425,17.03844833533973
id0006737,$2.38,Agressivo,1351.82,4937.36,2628.0,21928.92,5263.65,2304.89,492.69,48.78377608424037,88.79800239668224
id0002457,$808.37,Moderado,931.69,4643.26,3478.25,7700.48,,,508.71,37.32020264750759,5.164661451431329
id0008383,$715.69,Moderado,1272.75,4939.05,3537.97,7449.45,5398.24,,497.88,83.59760538835165,69.52150972846992
id0015726,$34197.39,Conservador,1159.59,5360.61,3473.49,,,,497.89,74.8174831594941,70.91948070726511
id0013807,$2941.17,Conservador,1004.78,5089.43,3211.66,27315.88,5716.01,,508.79,42.94736436636347,94.61139637242854
id0036617,$2442.50,Conservador,895.92,5068.9,2570.83,,,2439.96,500.03,72.30261319776685,86.02972182039436
id0031989,$5643.49,Conservador,1228.88,4861.67,3468.63,14207.19,5425.97,,508.82,85.70900287240846,
id0003860,$5998.80,Moderado,,,3012.77,11992.26,5249.21,2171.63,490.12,,42.89578094356287
id0008696,$5.03,Agressivo,850.28,5774.02,,14960.07,4976.42,,512.11,82.60577223561269,29.20848149229789
id0010686,$8078.33,Conservador,876.0,4554.1,3080.71,,6921.36,2027.16,501.0,69.25925693749049,86.62807872871257
id0025677,$5.48,Agressivo,1147.4,4699.4,3041.22,8285.77,4606.3,2417.75,482.08,97.1857948048552,73.05027611658336
id0021874,$89.54,Moderado,809.22,,3341.54,7543.91,,2417.45,489.29,,10.553714249093337
id0023471,$35895.90,Moderado,1006.05,5316.91,3190.78,,4025.16,2078.75,508.81,32.475461792366126,61.12692779808129
id0007929,$1.97,Moderado,1402.07,5925.33,3248.74,,4356.14,,511.78,16.21008974250575,5.550373684669296
id0012331,$3116.58,Agressivo,1239.33,5484.24,2997.29,5961.46,4538.37,2108.45,504.3,,80.65340787423844
id0008678,$3166.48,Agressivo,832.89,5187.03,3020.72,,5897.71,2214.24,494.39,69.34091717874713,59.12959613699178
id0036112,$37221.73,Agressivo,,,3079.57,,5536.31,,501.27,40.10923900491273,81.0558540806576
id0031039,$41386.40,Moderado,993.96,5114.98,3012.42,5674.49,5010.31,,510.71,23.532570313242662,69.20785491110838
id0026666,$18.70,Conservador,1125.55,,3319.79,20158.03,4389.73,,498.96,50.77237481159484,53.11888068240599
id0010422,$7912.36,Conservador,953.25,4541.09,2786.08,19731.46,4059.09,,514.74,1.096819936821536,57.71228587586009
id0007913,$7144.63,Conservador,1123.16,4955.48,2686.53,7416.4,5088.71,2024.92,481.36,63.44832612742041,66.28887534002776
id0023479,$4258.43,Agressivo,,4596.19,2750.68,,4783.52,,497.6,0.03855642354235744,25.073262011845408
id0024358,$19.73,Conservador,,4574.03,3851.42,6195.5,6223.34,2415.12,504.99,75.99412001365639,31.01326643098875
id0021766,$7.21,Agressivo,856.6,4993.51,2606.54,,5674.8,2276.28,504.35,59.299583185737205,52.89908206450785
id0013664,$634.28,Agressivo,1154.57,4889.3,3121.52,10364.36,4925.39,,503.13,93.63804923695369,54.685112258988234
id0022883,$529.19,Conservador,1249.0,4986.17,,11912.77,4862.56,2434.26,529.27,41.235362986196854,66.37638691143867
id0002532,$35.94,Conservador,835.51,,3209.04,17749.92,5020.53,2328.23,487.61,86.2035981238477,88.86171610134437
id0015354,$20.37,Moderado,1514.35,,2755.26,27795.95,4353.06,,502.68,71.15699442716557,27.89210692338262
id0018566,$7.20,Agressivo,1092.99,5638.2,2596.55,33263.85,,,480.71,13.221960367331231,59.390665399381426
id0025057,$2.67,Conservador,914.66,4734.97,3237.56,13560.89,5175.34,,491.39,78.69485978645977,12.311708849708136
id0023399,$51.07,Conservador,,,3147.09,14689.01,5360.2,2546.54,503.64,76.13136054022985,7.547095423144279
id0004227,$54.53,Conservador,1094.58,5504.61,2740.82,,,,502.92,92.15900104317551,47.947293336327434
id0038638,$5152.53,Conservador,1591.75,,3745.94,6674.33,6111.54,2126.02,487.34,74.25547804391378,49.23850680261047
id0012691,$252.43,Moderado,1008.7,5373.34,3950.83,13642.13,5416.63,2221.79,505.52,72.42281074161771,64.49898942505817
id0003239,$1.88,Agressivo,1346.58,4942.63,2843.07,,4824.64,,505.71,6.162543632559137,36.4568575544831
id0024288,$687.84,Agressivo,1124.77,4785.94,2869.32,39850.04,6124.17,,485.42,98.58540599415268,24.979165924961578
id0027661,$8.85,Conservador,1256.65,5747.69,,29815.68,5473.25,2533.58,486.65,78.5873660597072,85.7604684183086
id0013817,$4820.21,Conservador,1227.22,5447.06,,13184.54,6462.78,2190.14,501.48,19.51989895593619,21.30080886614699
id0006496,$3000.62,Conservador,1060.68,5314.57,,,4115.14,2055.07,495.66,,69.70999377959507
id0024987,$740.04,Conservador,1086.66,4566.61,2523.28,21763.32,5831.54,,493.55,15.049840289774142,31.168512960628515
id0027420,$4.15,Moderado,1024.37,5160.24,2926.32,,,,505.43,14.64833838464491,28.05300612878342
id0019898,$139.17,Agressivo,1306.42,5361.63,2674.78,13704.49,6873.62,,485.13,61.754536015754134,56.045604213471876
id0032526,$8079.83,Conservador,,5615.83,3637.93,9675.75,5937.75,2170.66,507.39,61.510527784651295,34.104666595079
id0031903,$2.63,Moderado,995.33,5912.04,3226.12,16441.55,6256.28,,496.69,,19.44377933468109
id0024256,$91.88,Conservador,1480.75,,,24924.22,4491.35,2282.68,509.8,81.50501932383992,68.9676054948065
id0034453,$16189.92,Moderado,,5657.51,3842.56,13652.1,5542.5,,498.56,34.33701903472773,92.6179385251923
id0010723,$26620.07,Agressivo,1149.28,5310.48,2913.54,14693.87,5563.9,,487.68,50.65912009503572,13.305512254249741
id0026424,$3346.96,Conservador,1201.85,4733.03,3138.3,17945.92,5727.67,2038.77,484.2,17.091824101289323,74.23847409212607
id0033577,$311.46,Conservador,1017.53,5690.29,2761.35,16768.68,5896.21,2013.27,514.85,81.44386093976851,62.944417431085206
id0023886,$826.54,Moderado,804.76,4992.78,3477.35,8755.64,7278.86,,503.38,79.37319749438232,77.89997758309943
id0014911,$9.01,Agressivo,1100.06,5343.1,3487.81,,7184.61,2585.73,477.96,68.16407333098564,34.10989341538711
id0037407,$975.18,Agressivo,1616.58,5120.32,3345.69,7674.27,4457.36,,505.76,30.980183279529694,62.23562185544323
id0030393,$5797.97,Moderado,1279.72,,,,5486.23,,502.93,73.17870237097327,54.9941717397611
id0031959,$85.19,Moderado,,4510.49,2971.76,32778.05,6008.74,,499.79,79.77752642269571,67.71178559805907
id0001373,$5560.39,Conservador,,5664.25,3049.66,,,2943.44,497.93,96.00354654896731,44.960717372523185
id0027001,$521.96,Agressivo,,4590.99,,,4769.4,,508.58,67.49574922879454,22.965226377706895
id0000632,$53591.88,Agressivo,,,,17560.22,4564.92,2327.41,498.15,40.05376379098631,49.613513810366584
id0008634,$17880.24,Moderado,1456.23,4984.35,2763.24,20772.41,5249.03,,495.58,72.48684212910995,69.85294082184835
id0016384,$46744.48,Conservador,816.34,4931.59,3180.29,,6190.61,,498.89,75.7418470421052,16.8185412279904
id0032819,$8.34,Agressivo,,,3020.93,18456.5,5327.47,2584.32,491.63,,37.9773390002964
id0011242,$244.20,Agressivo,,4516.62,3610.26,21719.1,5918.38,2753.98,488.64,31.97743525043889,64.76208300083306
id0009399,$69.66,Conservador,,,3042.86,9306.98,4611.04,2751.86,490.97,48.5309857041057,87.23501919748044
id0033580,$8094.40,Agressivo,1327.9,4627.82,3480.22,,7022.35,,510.39,92.9126834990457,98.58286383168851
id0004911,$70.76,Agressivo,,5282.33,4061.41,6919.62,,2517.86,513.85,64.56038238878166,47.76465056949149
id0014396,$4.68,Conservador,874.69,5092.78,2568.56,20133.94,5255.83,,504.78,12.549327731872516,0.7431545148271157
id0007244,$1526.78,Moderado,904.89,4887.98,,,5099.27,2147.57,490.23,21.636426786666362,83.97657831579805
id0019620,$55.51,Moderado,1031.1,5484.68,2782.44,7502.78,5831.01,,501.71,53.49228802285374,35.403042047721435
id0030666,$542.79,Conservador,,5014.31,3129.64,11545.69,4686.72,2140.67,505.96,48.99769778322425,11.663231002701613
id0023497,$49156.52,Conservador,1199.6,5321.92,2601.89,23187.07,4407.57,,492.99,17.582129609682305,65.43131387852982
id0003726,$5.70,Agressivo,1130.55,5720.37,3032.77,19539.72,5597.32,,489.06,1.329431113286994,25.695055490528528
id0009472,$2.16,Moderado,1770.17,4994.44,,,6152.41,2087.13,537.11,4.077359598517161,56.84685727160461
id0001426,$96122.61,Agressivo,,,2871.02,27650.0,,2327.36,500.33,19.064415673708744,63.09505476298505
id0028546,$35.32,Moderado,1468.72,5208.38,,,,,497.56,10.719942108951553,77.19876430780363
id0033547,$22790.43,Moderado,1114.98,6058.19,3666.98,5423.09,5625.73,,493.26,30.883936905368802,28.85576745971393
id0027092,$52.41,Conservador,845.72,4617.33,3131.66,5853.74,5087.15,,494.85,71.22811348363417,97.37730923509041
id0013841,$7.72,Agressivo,,6192.07,3390.69,,5731.36,2049.74,491.21,92.84345918419369,61.6570706776143
id0034076,$0.32,Agressivo,1080.57,5527.25,3207.94,,,2023.14,496.4,19.095260535134727,4.656068222879095
id0023072,$11282.06,Conservador,1164.71,,3136.04,,4431.91,,500.35,79.61891130815505,
id0016979,$1.59,Agressivo,1079.72,4920.89,3575.54,,,,503.74,82.1223634850681,13.766851509169143
id0012091,$5.05,Moderado,1085.49,,3409.03,,5550.63,,488.06,61.900604978288044,35.967457994317876
id0000587,$5568.34,Agressivo,,4846.92,3270.92,17447.2,5119.91,3145.49,497.63,59.88166850694125,33.6879174817861
id0027191,$4.42,Conservador,1619.3,4906.04,3192.44,5007.61,4001.07,2453.16,499.7,60.183371355704395,71.16101903101584
id0017891,$540.29,Moderado,1041.7,4857.59,3355.2,14521.98,4295.43,,505.43,39.69168390744222,65.78021441834582
id0028860,$3.73,Moderado,958.33,,3014.67,19768.77,4876.1,,493.56,88.6415327521944,31.485316120543814
id0020026,$77398.94,Moderado,1082.87,5540.47,2735.11,,5879.32,2603.63,491.37,80.51808601026761,63.7465498996205
id0029542,$314.38,Conservador,925.58,4512.56,2842.76,13046.68,,2199.73,520.26,32.854054473557305,51.33612028569087
id0024752,$66.26,Agressivo,,5160.06,3324.43,9631.03,5064.18,,509.15,43.246482025236,30.513143766267568
id0023485,$3222.51,Conservador,1216.74,,2502.37,,4311.74,,503.71,97.21371769476156,79.73875062783519
id0036084,$6.83,Moderado,1163.22,5917.74,2664.73,,5662.3,,499.26,83.48058796051248,5.556343352644532
id0012482,$884.22,Moderado,,4752.97,2541.95,14608.94,5204.16,2282.64,497.35,59.21935793756102,63.3391724507616
id0011920,$0.52,Moderado,1144.31,,2720.46,8188.4,4766.6,2586.05,505.49,77.72545248036172,82.42928346832073
id0006108,$50.78,Moderado,1188.15,4822.25,2982.77,6560.62,6438.75,2377.8,476.99,64.55869108193836,77.20562535190518
id0018932,$18839.43,Moderado,1134.4,5443.11,3231.98,,4623.1,,502.61,46.04935071258185,41.91875203718818
id0026450,$5637.67,Moderado,,5497.55,,21702.52,4802.41,2161.73,485.91,99.94952401800059,83.93507478213567
id0011661,$93.83,Conservador,1002.44,4891.88,3462.58,,,,504.9,72.2450900565535,18.0004172430958
id0002084,$1.71,Conservador,,4774.92,3689.23,13464.89,4686.22,2015.79,503.97,46.22914352220505,82.82193741136565
id0034271,$79.93,Conservador,1521.23,,3549.83,10299.52,6738.24,,508.6,31.339003587351222,0.28099121078195566
id0031040,$32607.69,Moderado,1506.81,,2530.67,7333.76,5519.32,2616.59,510.05,14.454126975300841,95.58688995481812
id0028231,$65.15,Agressivo,,4783.75,,22150.86,4533.34,2273.73,497.32,43.58849043699825,19.352183101682996
id0018328,$21.63,Conservador,819.11,5747.5,2643.46,32085.22,5221.52,2550.25,490.52,64.6520076077319,78.13206359881949
id0032536,$84.41,Agressivo,,5330.8,3609.51,9355.38,4554.45,2296.64,510.47,77.26578855316892,31.349213883931327
id0012043,$8.25,Agressivo,1324.83,4707.3,2688.68,,5401.47,,509.13,26.29620551969547,86.4650586977925
id0021574,$18.81,Conservador,907.55,5492.4,3085.88,,5483.9,,511.52,,2.2871011170428
id0030856,$3.35,Moderado,1057.94,4914.33,2920.35,17306.25,6458.03,,503.7,63.78027769062786,7.841470026248054
id0019048,$6089.59,Moderado,,,3196.62,,5038.16,,507.38,33.937775123706245,47.85070581884459
id0013645,$6.07,Agressivo,812.99,4756.2,2620.53,6154.04,5303.95,,483.69,82.49672344980459,71.07885107134624
id0027395,$6347.56,Conservador,,5427.63,2969.33,,4237.44,2070.86,503.85,24.16708955492283,59.207150130979436
id0003315,$345.50,Moderado,,,2855.11,18877.83,5699.9,,490.85,58.913482314227835,42.164465612113624
id0010780,$852.40,Moderado,938.51,5253.82,3427.44,,4776.53,2378.22,511.43,,49.50943053898674
id0004411,$51484.17,Conservador,1180.36,5553.44,2688.61,7042.3,6324.29,2100.79,480.63,95.67258066490962,1.1093827927715405
id0020918,$9.81,Conservador,999.41,5533.07,3159.81,33780.14,7073.52,,492.08,55.67598283899303,8.378037063572808
id0005944,$12.29,Conservador,1087.1,4638.57,2928.43,16271.3,4671.64,2034.87,479.85,1.6619077131326376,13.660002561340567
id0008736,$9.12,Moderado,1282.74,,3709.62,20189.28,6236.32,2613.48,513.06,39.069005087330865,74.41443272310033
id0034269,$3370.58,Conservador,977.89,5290.77,2996.88,,4366.69,,504.63,64.95362114835888,
id0003387,$7.23,Agressivo,,4651.29,3364.72,21027.85,4143.91,,485.67,2.744192342727947,70.38771851571654
id0023254,$3416.51,Conservador,1142.62,5302.23,3211.26,15838.93,5377.54,,504.71,5.810370151026145,42.33325248179748
id0014827,$50.05,Moderado,970.0,4733.68,2704.14,8892.95,6065.42,,507.76,68.94629712391779,77.27561768822979
id0024581,$9647.20,Conservador,,5717.84,4229.99,20700.2,4658.46,3110.61,488.04,93.90339498219832,55.90335158008809
id0001012,$4.76,Agressivo,939.57,4849.08,,6433.65,4782.46,,509.69,15.802208846457466,7.518222334305225
id0034521,$9109.13,Agressivo,1361.22,4526.87,,11873.68,5335.54,,493.69,1.766829190818231,84.41415574889416
id0020807,$61087.12,Conservador,959.89,4778.17,3008.01,11445.4,6690.95,2196.0,489.34,25.567402889424717,44.980183499053695
id0033320,$33.78,Conservador,806.6,4615.51,3492.96,21184.74,4511.91,2185.26,488.92,11.601492861287843,78.40490202276389
id0017724,$9.86,Conservador,1000.45,4937.9,3918.05,8211.84,4981.72,,498.8,59.65768439321381,72.72640929243715
id0033286,$40.89,Conservador,,4782.78,3232.49,26362.0,6490.83,,515.57,99.62618319956853,50.6247167281622
id0027080,$40212.95,Conservador,1019.52,4937.92,3128.12,7426.38,5532.34,2687.62,497.85,30.842340076722742,55.155359231629134
id0004111,$2947.55,Conservador,1017.14,5876.85,2665.73,7911.33,5813.43,2472.85,493.24,30.51841355176733,24.44647693620685
id0025550,$13812.94,Agressivo,,4767.45,2649.41,,,,500.55,31.430928402961168,
id0015353,$40080.44,Agressivo,1427.86,4523.55,3183.01,12777.12,4232.82,,513.41,98.91565918020656,85.19673621763404
id0005838,$628.00,Moderado,1140.95,5488.41,2738.12,14568.2,4339.25,,497.42,60.2177931910117,21.386984298558243
id0037420,$1738.10,Moderado,1090.0,4978.44,2962.93,,4220.34,,498.8,75.50791006719429,71.47861647720198
id0002579,$791.89,Moderado,1318.06,5521.59,2820.22,16120.95,7123.04,,513.07,16.797412766895704,26.006433172039635
id0037997,$7.05,Conservador,,5283.93,3384.81,30249.15,4425.81,,507.35,72.18557854493059,81.25773025443709
id0014871,$750.00,Conservador,,4880.54,2579.96,,5257.93,2042.03,501.17,65.67316001470192,97.52151017782408
id0026164,$4048.47,Moderado,,4824.93,3106.15,13605.63,4812.2,2348.29,483.96,71.62400143854536,75.94498568559979
id0037203,$2.54,Conservador,,5322.74,2704.63,5732.59,5937.67,2115.68,509.9,70.91439507925807,79.38046724417947
id0000055,$4.96,Moderado,893.36,5490.24,2973.32,,4357.91,2184.05,478.19,1.0144422709874035,63.479806332339365
id0030817,$11682.25,Moderado,1458.22,5602.61,,9883.42,,,514.91,49.81672678987677,
id0036416,$4.26,Conservador,948.11,5438.22,3380.69,6750.89,,2137.87,511.55,24.78681711360242,76.8689809706306
id0035926,$1869.78,Moderado,961.42,4709.13,2961.88,,5940.9,,496.86,11.561505409898153,
