id,Salario,Perfil,Ativo01,Ativo02,Ativo03,Ativo04,Ativo05,Ativo06,Ativo07,Nota1,Nota2
id0028092,$243.13,Agressivo,1368.69,5685.86,2981.68,19343.25,5586.77,2150.52,487.8,96.40156712533732,87.57121395548818
id0027122,$4.20,Moderado,975.91,5539.78,3290.69,5646.23,4160.4,,500.26,91.7616096356071,68.91971575914823
id0011492,$2.17,Agressivo,985.28,5667.0,4115.05,16181.25,4957.95,,523.12,88.20712246822531,9.472389653613112
id0024142,$5.42,Agressivo,989.39,,3202.8,16470.19,6004.59,2687.87,485.48,76.23032740152283,64.9341215951975
id0037290,$672.27,Agressivo,,5609.43,3032.33,14974.13,5500.66,2197.44,483.69,,71.94795487149479
id0009295,$2.31,Moderado,,4845.4,3285.17,14909.2,5721.78,,506.83,38.417944449745434,30.007324557899086
id0018454,$706.34,Moderado,1018.05,5422.02,,5474.03,4196.68,,506.95,30.64332934107663,80.71271758676802
id0032773,$21478.78,Agressivo,1180.94,5168.68,3036.17,21820.29,,,484.48,1.9962545705582424,22.4819244919235
id0015172,$85.09,Agressivo,,,2739.85,10609.83,4779.26,,500.79,25.913443029143068,63.79883105432901
id0033365,$0.76,Conservador,1030.2,5269.13,3895.6,13591.84,4521.65,,493.63,22.495106734470262,91.53398706612732
id0002710,$25939.23,Moderado,991.69,4684.48,3137.46,9022.84,5341.67,2359.41,499.44,9.23317667354926,0.8421027384268198
id0000965,$954.54,Moderado,,4562.29,3657.23,,5193.1,2085.68,511.33,63.56257682472174,72.3235648858527
id0013869,$88.88,Conservador,906.17,5737.86,3136.09,23996.05,6027.41,,510.13,88.28197226572705,47.66525762696383
id0003495,$49529.29,Conservador,843.96,5524.82,2577.78,16049.08,4783.73,2083.25,493.27,,61.782821805563174
id0016219,$27.82,Conservador,,5381.67,3041.06,,4652.1,,510.18,24.79640830256489,13.975092656000921
id0001366,$97293.08,Agressivo,1303.89,5103.01,,12857.21,5328.15,2454.96,523.36,28.458403107208852,31.669420146132556
id0027126,$70564.10,Conservador,1350.75,5033.27,,17545.26,5779.91,2064.5,499.59,76.81091397308556,97.06655486951811
id0004178,$480.05,Moderado,835.3,4730.27,,,4863.38,2791.97,497.79,77.91524153715855,59.99475344699328
id0018859,$8253.92,Moderado,,5275.02,,,,2161.47,508.18,32.31830699501378,29.918652261640833
id0019509,$0.69,Moderado,,5500.55,3863.73,26697.7,5482.75,,482.55,81.54113067142401,17.2025850458592
id0013147,$94357.75,Moderado,1208.43,5276.35,2767.58,10242.89,,2170.29,495.63,12.117587739056269,
id0023863,$17.19,Agressivo,960.91,6556.88,3711.35,15066.56,4985.23,2104.5,507.64,33.582611185527846,11.668285981489124
id0022376,$58510.14,Moderado,989.18,,2528.02,20837.56,5609.03,,485.77,3.811514259389681,66.71438333892922
id0031942,$42657.05,Conservador,867.32,4783.26,2581.0,,6275.5,2127.35,519.73,0.388540463009579,69.1312932946714
id0027650,$511.32,Conservador,1434.59,5109.91,2861.53,6322.66,4317.65,2013.89,506.82,60.786349100788215,79.57153157401537
id0029541,$89431.08,Conservador,1238.8,4501.96,2899.32,10226.25,5803.06,,508.99,4.184173674191404,60.5446058825075
id0015313,$8.33,Agressivo,1407.92,4805.06,2722.15,13195.01,4280.15,,487.21,68.84456193909438,78.59662673239373
id0022164,$73.29,Moderado,1614.85,4794.03,2915.29,,6714.39,,505.6,41.28888233969145,44.60824741439499
id0001083,$342.21,Moderado,845.72,,3147.92,11093.47,7167.33,,502.15,88.30152714862616,76.56316439823576
id0024828,$5199.57,Agressivo,988.48,5167.58,2673.0,26014.08,4240.54,,487.72,86.2922375174017,47.49793350667002
id0018746,$6.83,Conservador,1175.24,5116.51,3141.2,,5253.01,,503.85,70.22788467122061,28.707113807235785
id0024320,$3.26,Conservador,890.73,4576.18,2904.56,,5751.99,2120.73,502.37,88.6621590987491,23.469763762432084
id0011681,$16.45,Moderado,,5211.58,2908.97,22438.65,4676.04,2338.98,519.37,43.19212586411927,76.83485561827509
id0029254,$2239.69,Moderado,1024.83,5164.9,2740.64,,5175.65,,501.71,29.905015619785267,96.26119204694682
id0011675,$3.68,Agressivo,1037.49,5465.68,2685.96,17551.74,6462.25,2239.54,493.92,15.369618951571063,53.324195475191516
id0000725,$32507.32,Moderado,,,,,5637.19,,488.57,62.0388722279816,27.05574152799466
id0034832,$55.24,Agressivo,,5538.33,2925.76,12949.84,5663.77,,483.67,6.486488648600597,65.89269254806585
id0025555,$5975.71,Moderado,845.4,5513.9,3742.08,,5842.74,2478.48,500.62,5.619166346477778,63.711399550261746
id0027004,$3288.40,Conservador,1120.98,4815.62,3128.24,,,,517.3,79.03332765103765,67.68652615307079
id0008006,$0.96,Moderado,964.18,5211.71,,8767.56,4384.13,2379.53,490.5,78.49647037594256,60.209713807987306
id0028195,$130.12,Moderado,1261.38,5102.12,3318.61,,,2222.8,494.7,47.63745159355229,99.86804729393347
id0001694,$34990.69,Agressivo,1223.5,4500.26,2935.78,,6577.17,2414.58,505.14,73.63101483440397,5.578483052884176
id0020253,$1727.08,Conservador,1424.71,4520.76,3634.54,,5568.92,,506.54,84.6544648573294,25.794311561001358
id0013099,$1.80,Agressivo,844.09,4716.29,3137.87,22406.92,,,509.06,66.63591837374415,62.92516849761833
id0024713,$6.72,Agressivo,,5402.49,3634.35,8522.96,5567.38,,504.85,80.14732946012506,96.34678933989265
id0007827,$27827.12,Agressivo,,5818.38,3809.49,19281.9,4131.62,,493.6,32.53778583401312,79.21820719532464
id0024992,$4.86,Conservador,1366.56,4596.88,3007.89,10193.64,,,510.63,28.887608625271742,77.19621734074713
id0020612,$8.89,Conservador,957.64,5657.46,3047.42,11785.33,,,494.06,85.89457460408106,41.88692349474814
id0037617,$42.38,Moderado,,4609.23,3763.09,9725.79,6158.43,,512.48,93.33814696377996,75.90639183402207
id0007333,$6955.33,Conservador,1277.27,5629.17,3308.86,18659.22,4545.43,,498.19,,95.58348954860412
id0010132,$9.02,Conservador,1044.97,5198.69,3351.26,,5894.89,,496.2,29.243632635682502,98.20600671584036
id0027042,$6365.52,Agressivo,1203.36,4512.2,3156.9,19947.96,4262.61,2094.89,492.65,69.96265703189351,96.49762124880375
id0030333,$97.18,Conservador,829.46,5264.52,4315.59,8922.16,5923.51,2082.11,495.31,64.32607926915804,74.39386733460218
id0001823,$8648.54,Moderado,1332.29,4523.42,2907.29,16063.9,5273.97,2235.41,500.24,36.96208958045584,62.49473553232263
id0026291,$60.59,Agressivo,1095.52,5187.44,3514.3,13868.4,5292.94,2847.11,503.5,94.65814125313283,3.2903880024502064
id0014165,$65015.00,Conservador,1069.06,,2574.95,22252.37,,,490.6,13.454230308364789,76.72555524260135
id0032428,$29314.39,Conservador,,4971.81,,9839.23,,,508.32,65.64652743930606,1.71921533017253
id0023984,$134.41,Moderado,,5277.33,2747.62,17887.04,,,512.58,15.081891580684903,64.99649514815545
id0027602,$805.60,Agressivo,1098.14,4832.0,2966.14,18338.01,6717.07,2039.48,500.63,57.99869262345929,2.3522823656748626
id0029156,$2284.38,Agressivo,896.52,5486.57,3561.19,16231.05,7976.61,,496.86,98.45128178730728,59.29978462869761
id0015515,$79415.54,Agressivo,1582.25,4710.24,2623.89,16267.18,,2332.11,499.91,41.460373574431976,71.67929697905178
id0005261,$5.02,Agressivo,978.53,5391.47,3455.85,,5845.68,2390.85,508.66,25.998952161834175,10.44964491433823
id0005738,$0.94,Conservador,,,3072.77,,7648.4,,499.09,83.06219066962285,59.46389741333458
id0035466,$9.89,Agressivo,1158.15,5067.84,3366.48,11568.68,4080.92,2230.19,502.29,67.68140484838638,11.634221861293536
id0008861,$7709.55,Conservador,1082.9,,3173.74,27441.13,5473.25,2205.23,491.74,96.50991968327196,7.301369100198329
id0017801,$64816.17,Conservador,996.92,4506.58,3597.43,14556.5,4981.94,2786.4,496.94,23.057657184709115,38.51644948049881
id0015659,$5.95,Conservador,846.45,5106.54,2781.43,22253.16,4796.66,2330.42,514.47,60.38437997981616,7.784469277683037
id0011966,$4574.69,Agressivo,,4981.57,2937.85,17511.73,,2729.36,510.3,79.59881389132116,82.88556766226928
id0036349,$32879.81,Moderado,,4945.85,2548.62,12913.6,4704.07,,500.91,24.63747660160166,63.58391879984033
id0007510,$5511.32,Conservador,,,3464.57,,,,486.11,48.80348628217037,6.681873177835396
id0010741,$95886.49,Conservador,967.62,4772.15,3552.79,17131.78,5283.99,2159.65,505.99,79.57418364468057,90.1467118493408
id0006542,$692.43,Agressivo,1522.63,5668.8,3416.45,16569.4,4454.99,2329.31,497.03,77.84063844891071,89.95933605285087
id0005062,$8162.65,Agressivo,,4845.51,,13341.49,5995.51,2054.43,498.95,60.60280542361507,84.93827945924215
id0023469,$7054.44,Moderado,894.05,5267.66,,13486.91,4099.79,2245.91,493.88,88.27278535219138,6.7419284643641
id0020458,$54.09,Agressivo,1320.91,4893.53,3031.87,8347.13,6077.07,2482.68,506.86,55.06834770481323,70.3020097726219
id0004501,$997.81,Conservador,,5225.12,,12695.62,4462.95,2023.52,500.08,4.780207554098204,73.3820633320584
id0000197,$4990.35,Conservador,823.13,,3351.72,31742.94,,2026.0,498.7,3.263088422062732,18.88709375573232
id0003323,$8.80,Agressivo,925.78,5185.69,2560.33,12706.27,5004.18,2001.82,501.24,,68.64660861432316
id0032837,$9.17,Moderado,1232.61,5615.43,3587.78,21923.58,4705.42,,501.8,75.74148599643372,54.905560401065145
id0032713,$31571.76,Conservador,919.28,5060.41,3084.52,,6886.68,,511.72,16.530002880806695,71.53124956210722
id0028584,$34.03,Conservador,1310.41,4563.3,2929.97,17262.55,6624.59,2111.54,506.01,90.51516756990308,17.54272673690562
id0019317,$8.63,Moderado,1144.66,4889.28,,24432.07,5084.58,,484.28,97.58144099053082,13.823236748352208
id0025143,$803.94,Moderado,1174.08,4747.73,3147.76,12710.95,5050.02,,496.52,14.46345825446359,13.872443601877327
id0012975,$5728.74,Conservador,930.79,5087.21,3055.98,36402.16,5132.2,,500.86,75.80629150683924,1.7023335454776634
id0022460,$15715.91,Agressivo,821.27,4948.57,3750.51,21323.34,5405.26,,487.21,41.48193025905521,27.51337713676374
id0011543,$526.76,Conservador,1381.03,4975.99,2918.74,18622.59,4674.87,,507.63,7.49565060700732,30.145176476026393
id0023608,$86.93,Conservador,,4660.47,3351.6,11274.02,4405.89,,528.06,36.59879727624228,9.206592192682095
id0023050,$121.34,Moderado,,4914.94,2822.68,21526.62,5340.48,,496.32,73.50902209702865,2.9232955037665875
id0037478,$1519.02,Agressivo,,4694.73,3313.91,,,,483.66,46.59544128182706,86.79029679137739
id0027307,$85138.45,Agressivo,1225.87,5908.87,2826.16,12014.38,5130.44,2752.5,512.95,31.932371080290057,30.057742246506503
id0028117,$9.39,Conservador,1202.7,4695.5,,,4674.16,2447.24,515.44,20.115927068217644,40.296103120264014
id0021554,$5737.23,Moderado,,5434.42,3993.34,16818.09,4301.42,2460.82,494.1,11.181817080368361,2.2574317102656782
id0035182,$0.65,Moderado,925.48,5284.85,2590.82,,4749.61,2068.91,497.49,15.85423514767611,
id0019535,$1.93,Agressivo,960.2,4774.79,3019.86,,4789.95,,503.37,15.30260824751668,96.23200023750582
id0034625,$24.44,Agressivo,1368.8,5107.7,3317.61,,4472.91,2066.61,495.09,99.83302822430062,10.956324036239728
id0002530,$13.08,Moderado,1041.82,4993.8,2589.15,12795.63,5273.81,,506.26,53.6211501074272,30.000031473550347
id0004045,$61.04,Moderado,1098.39,5075.53,,12923.22,5755.74,,499.86,7.719356648323772,83.32384021480243
id0024654,$2204.69,Agressivo,1536.51,,,15695.18,,,495.85,12.485647473146289,68.63375355564817
id0021066,$0.18,Agressivo,878.75,5132.59,2562.29,10872.61,4547.61,2277.13,474.47,17.237159992012696,3.7865826155806914
id0008609,$99.93,Agressivo,977.34,5514.62,3072.37,9789.63,,,510.86,7.95217133721623,87.5288018346776
id0037548,$37490.97,Moderado,,5404.73,3374.11,25175.39,4271.81,2167.85,501.02,1.6980240020112447,92.11975051595647
id0018301,$36.06,Agressivo,1031.46,4658.56,3137.69,10715.06,,2202.02,505.52,69.34141996294163,45.53548994641724
id0002855,$547.08,Conservador,975.12,4524.97,,,4289.02,2062.62,498.57,57.03109709061517,42.31665626756389
id0011801,$5.98,Moderado,978.45,4952.48,2969.94,20386.51,5346.43,,504.5,,20.805214697369756
id0033297,$886.49,Conservador,1171.76,5425.48,,19153.42,5951.99,2096.84,498.4,96.1441737179368,43.16804339418111
id0021093,$21843.35,Moderado,1088.6,5616.56,3159.54,7229.08,5457.84,,507.39,66.34287981137733,77.27973181403105
id0021180,$32.62,Agressivo,,5535.55,2939.39,23672.23,5560.77,,507.94,33.55247582925435,56.91985272446247
id0000979,$7.75,Conservador,874.51,4860.49,2781.67,9374.67,5946.64,2760.96,506.55,8.934890110880023,37.51489579975622
id0029899,$54.33,Conservador,1560.32,4693.96,3078.27,,4274.81,2044.48,513.07,,53.667197287861946
id0007900,$46032.12,Agressivo,1141.89,5743.58,3493.43,11439.33,5586.76,2142.54,505.79,77.68029216787986,12.516820935134076
id0032965,$97309.44,Conservador,851.17,4928.96,,16341.55,6179.57,,505.92,87.53744601279398,86.44315269860577
id0002967,$79353.91,Moderado,,4577.05,2913.68,12133.5,4386.23,,487.39,54.532739097690865,34.36744265917437
id0021226,$7318.82,Conservador,843.19,5836.02,2520.13,7551.59,4891.36,2679.95,496.05,18.74533993606853,15.962089519654377
id0014725,$0.60,Conservador,,5624.58,2550.52,13311.02,5651.81,,510.11,53.58455201668241,81.83705493198369
id0026031,$62567.68,Moderado,857.3,,2638.23,16545.45,6221.93,,510.46,65.05110942578308,63.87101040404174
id0009895,$413.82,Conservador,1533.89,5781.0,,,5208.7,2334.64,493.85,81.368755614755,70.99593505463262
id0027138,$9041.45,Agressivo,1159.09,5142.21,3631.29,9253.17,,2387.43,501.77,31.835044071572195,40.14738150903481
id0003261,$844.01,Moderado,857.91,4999.57,3515.56,21431.39,5129.74,,489.55,31.400181766669142,
id0001162,$5992.73,Agressivo,864.93,5385.2,3916.33,7060.93,,,484.5,19.894309276062483,66.96548617655338
id0013455,$469.43,Conservador,997.89,4760.97,2688.44,,4014.19,,479.61,54.39652437344349,63.515105377238115
id0012260,$16.85,Moderado,1111.83,5691.63,3126.26,14874.59,5708.5,2025.6,507.69,1.1625400026893384,41.507854500816435
id0007450,$9431.07,Moderado,1100.34,4887.81,3450.29,32261.98,5206.92,,489.32,22.834783373974744,77.0867960561023
id0022713,$495.41,Moderado,,4518.7,3003.85,11715.86,5744.15,,490.29,0.8849143356275291,51.17828325852592
id0000914,$19.13,Agressivo,,4684.7,3038.17,,4258.2,,480.26,,87.76858631635352
id0002074,$63159.40,Agressivo,955.0,5759.59,2565.04,7343.88,6224.98,,500.39,,38.92210295245404
id0002550,$15330.59,Conservador,999.49,5067.52,2794.15,22326.61,4899.51,2394.2,516.89,56.08282701869862,86.22548496731434
id0023533,$34096.84,Moderado,,,3311.4,22509.97,4922.64,,492.98,35.514653458927434,99.10952143804569
id0002859,$51917.46,Conservador,1424.74,4733.78,3250.61,28665.58,6351.48,2291.09,489.25,75.42348671224396,52.419060190327556
id0002747,$7.11,Conservador,,,3069.47,,4908.75,2230.14,506.91,39.48221280271503,83.50997242274691
id0038718,$857.05,Moderado,,4850.88,3361.01,8528.94,7429.56,,514.74,45.802330673633996,66.17804057453947
id0025572,$9440.37,Agressivo,,5022.47,2907.95,17490.99,5481.44,,495.52,73.63887251861925,14.232019893577208
id0017846,$2476.48,Agressivo,1260.44,5026.78,3114.06,11306.7,5187.6,2025.34,508.09,90.623442061901,62.86411351892905
id0013867,$8916.77,Conservador,973.75,4750.43,3569.18,,4955.65,2514.38,516.44,7.430511411555463,40.11986256462959
id0033947,$3508.25,Agressivo,887.2,5902.9,3335.26,,4603.05,2362.05,510.14,96.62720865029993,55.81300926703094
id0001181,$28.15,Agressivo,,4668.72,2815.9,24688.22,4544.74,,496.6,8.553404868986048,74.97119454091758
id0013974,$1501.85,Agressivo,,5735.55,3246.35,35109.67,6295.65,2925.45,473.08,51.11888925010311,82.25188805410974
id0031824,$17.85,Agressivo,1412.59,5495.41,,11148.19,7461.93,2839.36,503.35,,9.045820445063557
id0009435,$3542.84,Conservador,1140.28,4560.95,2808.28,9115.12,5275.67,,495.26,0.2385514569648528,11.759668472843776
id0035490,$805.61,Moderado,899.14,4700.46,2918.97,,,,499.68,88.37492978809564,34.77157992573973
id0026596,$19240.46,Agressivo,1358.93,5341.67,,23823.06,5285.68,2022.52,496.11,32.002665375284835,10.830460814936526
id0004224,$3.84,Agressivo,,,3176.93,,4257.09,2007.75,493.04,66.34960210531725,40.12766748052277
id0036412,$5642.76,Agressivo,1131.14,4702.12,2885.46,11701.92,5548.32,,500.76,45.9576404631169,31.828565975947644
id0033453,$8465.90,Conservador,1054.92,5076.57,3311.42,,4991.83,2781.28,489.51,91.52343046026637,59.94677775534512
id0003791,$34.24,Agressivo,926.66,5203.89,3214.5,,7447.49,2798.59,503.38,18.59904286196813,
id0030485,$1.72,Moderado,991.57,5013.6,,7640.29,5493.52,2055.57,514.92,88.42150038563278,
id0008617,$1.77,Agressivo,1014.67,,4107.17,40709.81,4014.88,2077.34,502.71,52.29258772877915,12.759154286148288
id0003725,$2.96,Conservador,,4537.64,3293.14,,,,504.07,24.445711030832452,78.86847280700356
id0007405,$430.93,Agressivo,,,2683.21,16860.48,,2324.73,500.61,20.49579328792038,30.246153629643302
id0002169,$0.86,Conservador,1220.3,4795.94,4109.65,9010.62,5968.68,,498.98,69.42172606068883,
id0005487,$909.21,Conservador,1276.36,5030.76,2656.43,8602.28,6495.08,,492.3,3.118011316505176,61.93792671056171
id0001218,$95248.09,Agressivo,1061.01,,,10658.87,5015.06,2687.76,495.02,83.05139904834252,89.9103383880294
id0026789,$60075.38,Conservador,1025.83,5349.52,3503.26,16294.27,5034.16,2024.36,516.32,11.801988069697533,
id0026485,$1.97,Conservador,1185.64,6054.76,3794.41,,,,508.3,29.17460571479883,
id0008614,$1099.48,Agressivo,1198.27,5368.98,,,5301.91,,504.27,35.44934148561698,24.788454189669995
id0013982,$55.05,Agressivo,,5236.6,3230.78,,4693.14,,491.65,50.78205258449165,46.050725732771504
id0004852,$35.11,Moderado,,5213.83,3639.22,12297.96,6180.51,,491.92,15.852008724249856,99.2100806756214
id0000327,$953.94,Conservador,1207.67,5525.79,2768.63,6073.6,,,520.84,4.667424529566588,3.8492507329906167
id0012439,$36.68,Moderado,872.14,5007.65,3383.5,16004.1,,,494.72,47.722565023434925,52.44213627730435
id0012515,$5294.06,Conservador,884.9,5677.61,2872.92,13465.42,4225.41,2497.88,486.91,86.65587206078928,56.106595562872116
id0013218,$7562.46,Conservador,1359.82,4815.93,3554.57,,5807.89,,502.63,39.800297189001654,76.35921510612445
id0031647,$7482.53,Conservador,1139.82,5185.36,2631.38,,4898.99,,507.48,97.75367036135229,86.48396062644704
id0019233,$402.47,Agressivo,1402.65,5007.03,3600.31,,5009.58,,498.81,48.160358280021256,71.90526098507402
id0029594,$4827.83,Conservador,,5194.4,3540.81,,5309.82,2280.83,509.33,53.74487169728541,47.854881636569914
id0028065,$92.46,Conservador,1132.4,5246.46,3173.15,18173.16,4987.64,,497.7,36.46919789017152,55.495471504644755
id0012914,$34.68,Agressivo,970.8,,3456.54,,,2123.7,514.01,29.283371802273727,82.29458830632808
id0011020,$3683.58,Conservador,959.54,5231.36,,,5233.91,2146.76,486.9,88.35053586225213,23.995680739895175
id0023185,$73.47,Agressivo,1173.37,5232.49,3689.97,,6428.3,2181.36,494.59,19.609397663823824,87.86959957017886
id0037410,$6.81,Conservador,1377.04,5188.7,2983.35,22215.53,5198.96,2157.76,512.56,98.74809300292605,13.497382783070522
id0027972,$8.70,Moderado,860.04,,,20118.9,4634.96,2052.83,491.89,2.2623546008977535,84.0774819139721
id0008421,$283.12,Agressivo,1231.21,5266.79,,11435.18,,2029.24,502.91,,86.27386264251703
id0000058,$40176.01,Conservador,919.99,5235.62,3495.86,20320.26,5471.52,,500.01,37.14412684004221,94.282146160076
id0015470,$1.21,Conservador,,5184.84,3385.15,17813.82,5860.95,,515.86,53.04013670847684,50.957780289404106
id0016938,$719.57,Agressivo,1003.13,,3236.11,,6838.76,,495.12,38.03545569528089,6.407437271324579
id0027180,$58878.89,Agressivo,1372.91,5983.45,3205.31,6354.08,7027.4,,501.25,,24.548582221603276
id0001539,$88.46,Conservador,863.34,4854.93,3508.27,11687.15,4625.18,2325.53,507.26,1.9720437767245635,70.17859614300212
id0032068,$8204.83,Conservador,1131.02,4973.5,,18285.8,6006.6,2509.46,500.64,,41.42344654597741
id0024900,$5.83,Moderado,1086.35,5307.07,3254.87,6883.99,5297.32,2009.36,474.37,39.35198374376772,9.932455074318902
id0012558,$16.14,Conservador,960.07,,2853.5,,4717.44,,489.73,25.616479307057293,58.55329308830696
id0015816,$3.13,Agressivo,997.82,5141.9,3816.71,10986.47,6146.83,,485.4,35.939354186491855,87.66971151897667
id0015400,$9.36,Agressivo,1091.47,5929.37,2815.28,23629.43,4491.91,,485.5,6.210930016508886,52.39357005417952
id0033847,$5.13,Moderado,963.29,4691.9,3013.84,,5518.78,,493.24,2.396897653854846,5.07599565726089
id0007204,$11.87,Agressivo,1009.34,,3492.75,8609.03,5238.4,2405.13,508.79,81.55109071493024,28.349311409415844
id0014952,$6289.58,Moderado,,5523.01,,,5163.27,2943.58,499.11,9.218519694244753,21.090988255318855
id0008273,$288.64,Moderado,1150.83,5461.75,3239.6,,5702.25,2385.6,493.65,60.2000508188105,52.39653514713345
id0002577,$47368.21,Agressivo,1018.98,5468.19,3404.73,9418.34,5845.9,2016.04,492.52,84.06610346612014,83.08239059523441
id0008259,$539.48,Agressivo,,5157.04,3512.42,,5742.96,,490.16,4.2182570503719985,19.069747751296685
id0017131,$162.51,Moderado,992.06,4509.3,2861.51,7402.06,4388.53,,491.68,61.64998764257768,48.34026402322722
id0017838,$3.52,Moderado,804.18,5189.07,3114.84,30644.13,5814.66,2508.1,497.13,69.01651732322314,86.08699864399598
id0012931,$443.29,Conservador,835.83,5086.96,2933.48,16668.49,5708.17,2344.04,499.26,61.60548641570356,31.15526230358423
id0004194,$261.51,Moderado,1080.34,5399.02,,11366.86,5249.46,2850.71,493.42,69.98286228003026,44.893311199002476
id0019699,$36143.35,Conservador,1274.76,5432.33,2806.27,16120.06,6195.63,2138.33,499.11,9.54643929665514,93.89442394000625
id0002298,$5.31,Moderado,909.47,5216.13,3457.76,14636.94,4371.13,2359.56,497.81,21.398724792343295,78.31352001562658
id0011804,$67922.21,Moderado,,6475.65,3394.44,24440.63,4372.78,2074.73,497.7,66.85514113977149,18.414547047105813
id0016514,$9.89,Moderado,860.0,5219.97,2795.59,12931.22,4931.68,,510.83,40.77633267604076,91.66439271931112
id0012591,$715.13,Agressivo,1014.12,5018.8,,,6643.55,2706.03,504.24,22.649651296596286,64.21214247168547
id0029465,$49217.58,Conservador,994.33,5068.18,3534.99,25325.76,6425.3,,496.96,37.14017215083544,44.70562641383871
id0033028,$9.63,Conservador,967.21,,3522.46,7275.77,4319.96,2255.61,494.91,91.13176688706163,49.730719980642476
id0032346,$69.77,Moderado,,4583.4,3607.5,,,,495.23,6.5717247061429,61.58582802622935
id0010440,$13.83,Agressivo,1109.51,4823.64,3480.13,6147.37,5553.31,,484.82,84.5398694508897,61.28027781277348
id0018362,$81.09,Agressivo,1235.48,5042.03,4332.3,12456.68,,2203.97,509.58,29.327453172125384,16.31176749417833
id0018690,$66.59,Agressivo,,4845.47,2846.54,17634.27,,2537.72,502.67,16.52789605440148,50.993669767129504
id0026114,$669.16,Conservador,834.04,5842.61,2963.98,17155.36,,,480.19,89.33118517670454,8.940199724795129
id0035027,$92396.39,Agressivo,1625.42,5148.14,,,4655.49,2596.8,504.91,99.33150762351774,24.857667930650585
id0029912,$51.85,Moderado,961.55,4682.65,3376.48,,4618.51,2969.12,481.85,52.60526751632071,48.555060477312104
id0008373,$63.76,Conservador,891.58,5145.89,2895.54,9946.44,4804.79,2269.48,519.19,21.519268479423083,58.03615701317126
id0016420,$97.97,Moderado,1080.82,,2510.87,,4393.02,,509.17,37.867510511954364,51.28613331129968
id0036314,$12.77,Moderado,974.12,6045.96,3153.42,,4709.96,,494.56,43.5460163870815,93.8297569347907
id0001352,$99.46,Agressivo,1257.18,4809.53,3535.44,18752.7,,2114.33,508.4,16.03426006469685,41.406794920431736
id0007583,$4.02,Moderado,1264.43,4743.26,2674.17,5022.6,5463.91,,491.98,67.23335434693541,23.46439135246703
