"DATA","ABERTURA","FECHAMENTO","VARIAÇÃO","MÍNIMO","MÁXIMO","VOLUME"
"30/01/2020","115.375","114.646","-0,64","112.825","115.375","20,55B"
"16/09/2020","100.299","99.676","-0,62","99.663","100.663","24,85B"
"09/07/2020","99.770","99.160","-0,61","98.861","100.191","26,54B"
"20/11/2020","106.670","106.042","-0,59","105.680","106.764","25,11B"
"22/04/2021","120.064","119.371","-0,58","119.203","120.995","34,20B"
"30/07/2020","105.605","105.009","-0,56","103.920","105.607","29,23B"
"19/05/2020","81.197","80.742","-0,56","80.647","82.175","24,61B"
"05/07/2021","127.622","126.920","-0,55","126.531","127.633","23,77B"
"09/04/2021","118.313","117.670","-0,54","117.336","118.643","30,45B"
"06/05/2020","79.473","79.064","-0,51","78.056","79.996","21,84B"
"27/01/2021","116.463","115.882","-0,50","114.887","117.840","39,22B"
"19/01/2021","121.250","120.636","-0,50","119.257","122.120","33,65B"
"11/06/2021","130.076","129.441","-0,49","128.678","130.294","29,88B"
"06/10/2020","96.091","95.615","-0,49","95.211","97.405","21,87B"
"29/07/2021","126.285","125.675","-0,48","124.917","126.476","31,95B"
"11/09/2020","98.839","98.363","-0,48","97.758","99.435","28,58B"
"08/02/2021","120.239","119.696","-0,45","119.140","120.844","33,76B"
"14/12/2020","115.137","114.611","-0,45","114.431","115.740","29,87B"
"09/10/2020","97.924","97.483","-0,45","97.161","98.642","29,13B"
"15/06/2020","92.780","92.376","-0,45","90.148","93.112","42,92B"
"08/01/2020","116.667","116.165","-0,43","115.974","117.335","6,57B"
"30/06/2021","127.323","126.802","-0,41","126.199","127.323","35,56B"
"04/02/2021","119.728","119.261","-0,39","118.918","120.560","34,55B"
"22/06/2021","129.242","128.767","-0,38","127.803","129.259","34,86B"
"10/01/2020","115.948","115.503","-0,38","114.952","116.745","19,90B"
"28/07/2020","104.477","104.109","-0,35","103.592","104.663","26,90B"
"30/12/2020","119.410","119.017","-0,33","118.919","120.150","32,09B"
"03/03/2021","111.529","111.184","-0,32","107.466","112.398","n/d"
"18/12/2020","118.395","118.024","-0,32","117.638","119.370","35,99B"
"18/02/2020","115.309","114.977","-0,29","113.532","115.309","20,62B"
"19/05/2021","122.976","122.636","-0,28","121.595","123.013","35,19B"
"15/10/2020","99.328","99.054","-0,28","97.778","99.486","24,01B"
"23/06/2021","128.769","128.428","-0,26","128.182","129.901","33,12B"
"11/11/2020","105.067","104.809","-0,25","104.143","105.462","34,47B"
"02/09/2020","102.168","101.911","-0,25","100.872","102.824","23,34B"
"26/10/2020","101.260","101.017","-0,24","99.762","101.784","21,89B"
"06/01/2021","119.377","119.100","-0,23","118.917","120.924","43,23B"
"26/05/2020","85.668","85.469","-0,23","85.396","87.333","27,62B"
"09/02/2021","119.696","119.472","-0,19","118.246","119.975","33,51B"
"09/01/2020","116.248","115.946","-0,19","115.411","116.820","23,00B"
"31/03/2021","116.850","116.634","-0,18","115.932","117.249","36,40B"
"25/08/2020","102.293","102.118","-0,18","101.623","102.708","23,57B"
"19/04/2021","121.116","120.934","-0,15","120.682","121.974","57,67B"
"05/08/2021","121.801","121.633","-0,14","121.128","123.541","41,32B"
"04/01/2021","119.024","118.855","-0,14","118.062","120.354","33,60B"
"07/12/2020","113.751","113.590","-0,14","112.629","114.531","33,86B"
"13/05/2020","77.877","77.772","-0,13","77.152","78.911","25,24B"
"10/05/2021","122.038","121.909","-0,11","121.795","122.772","35,47B"
"21/07/2020","104.426","104.310","-0,11","103.732","105.449","33,18B"
"15/06/2021","130.208","130.091","-0,09","129.304","130.436","30,63B"
"21/05/2021","122.701","122.592","-0,09","121.760","122.799","38,20B"
"07/10/2020","95.616","95.526","-0,09","94.881","96.380","25,59B"
"29/06/2021","127.429","127.327","-0,08","126.184","127.507","n/d"
"03/08/2020","102.913","102.830","-0,08","102.304","103.863","30,62B"
"12/08/2020","102.176","102.118","-0,06","100.698","103.116","57,20B"
"06/04/2021","117.519","117.499","-0,02","117.176","118.213","28,36B"
"22/07/2020","104.312","104.290","-0,02","103.277","104.980","28,46B"
"20/04/2020","78.989","78.973","-0,02","76.943","80.106","35,23B"
"25/09/2020","97.011","96.999","-0,01","95.632","97.012","20,01B"
"11/12/2020","115.128","115.128","0,00","113.949","115.527","31,66B"
"27/08/2020","100.625","100.624","0,00","99.857","101.548","22,80B"
"21/10/2020","100.541","100.552","0,01","100.149","101.586","25,10B"
"15/09/2020","100.277","100.298","0,02","99.647","100.949","25,38B"
"18/05/2021","122.937","122.980","0,03","122.550","123.544","31,22B"
"02/07/2020","96.206","96.235","0,03","96.052","97.864","27,02B"
"20/05/2021","122.636","122.701","0,05","122.136","122.734","31,67B"
"26/04/2021","120.534","120.595","0,05","119.860","121.393","29,62B"
"21/08/2020","101.460","101.521","0,05","100.412","101.566","24,40B"
"07/01/2020","116.872","116.662","0,06","115.965","117.076","20,20B"
"09/06/2021","129.800","129.907","0,09","129.281","130.882","38,72B"
"26/11/2020","110.133","110.227","0,09","109.418","110.245","23,35B"
"24/07/2020","102.292","102.382","0,09","100.859","102.694","27,36B"
"07/04/2021","117.499","117.624","0,11","116.748","118.303","32,01B"
"12/02/2021","119.300","119.429","0,11","118.163","119.763","29,58B"
"10/06/2021","129.911","130.076","0,13","129.526","130.527","34,41B"
"28/06/2021","127.255","127.429","0,14","126.629","128.067","31,42B"
"22/07/2021","125.930","126.147","0,17","125.416","126.428","25,70B"
"06/11/2020","100.751","100.925","0,17","99.837","101.104","27,71B"
"08/12/2020","113.590","113.793","0,18","112.820","114.381","32,00B"
"14/07/2021","128.169","128.407","0,19","128.085","129.620","44,24B"
"29/12/2020","119.130","119.409","0,24","118.750","119.861","23,77B"
"16/01/2020","116.415","116.704","0,25","115.961","117.106","20,49B"
"14/01/2020","117.325","117.632","0,26","116.610","117.705","21,04B"
"18/06/2021","128.050","128.405","0,27","127.595","128.796","49,51B"
"03/05/2021","118.951","119.209","0,27","118.528","119.904","35,35B"
"01/03/2021","110.036","110.335","0,27","110.036","112.445","39,29B"
"27/05/2021","123.989","124.367","0,30","123.470","124.537","50,09B"
"06/05/2021","119.577","119.921","0,30","119.071","119.966","35,83B"
"22/09/2020","96.995","97.294","0,31","96.390","97.684","21,11B"
"27/11/2020","110.229","110.575","0,32","110.161","111.603","31,07B"
"25/11/2020","109.786","110.133","0,32","109.315","110.596","31,34B"
"20/01/2020","118.478","118.862","0,32","117.928","118.862","28,68B"
"16/04/2021","120.701","121.114","0,34","120.199","121.333","35,40B"
"15/04/2021","120.290","120.701","0,34","120.084","121.409","35,00B"
"19/10/2020","98.310","98.658","0,35","98.310","99.917","36,49B"
"03/12/2020","111.874","112.292","0,37","111.874","113.377","40,01B"
"24/02/2021","115.229","115.668","0,38","114.668","116.208","42,46B"
"04/06/2021","129.600","130.126","0,40","129.148","130.137","38,18B"
"13/04/2021","118.809","119.297","0,41","118.041","118.813","11,75B"
"05/02/2020","115.563","116.028","0,41","115.562","117.701","27,97B"
"21/07/2021","125.404","125.929","0,42","125.247","126.112","28,62B"
"17/09/2020","99.674","100.098","0,42","98.562","100.251","22,68B"
"02/12/2020","111.402","111.879","0,43","110.579","112.315","38,21B"
"05/01/2021","118.835","119.376","0,44","116.756","119.790","34,37B"
"13/07/2021","127.594","128.168","0,45","126.441","128.420","28,06B"
"17/12/2020","117.864","118.401","0,46","117.856","119.027","31,82B"
"19/06/2020","96.138","96.572","0,46","95.874","97.540","38,67B"
"07/06/2021","130.125","130.776","0,50","129.498","131.190","38,38B"
"09/04/2020","78.640","77.682","0,51","78.640","80.428","11,75B"
"31/05/2021","125.561","126.216","0,52","125.540","126.216","25,36B"
"19/11/2020","106.117","106.670","0,52","105.545","106.973","30,78B"
"04/09/2020","n/d","101.242","0,52","98.961","101.582","28,16B"
"29/05/2020","86.951","87.410","0,53","85.384","87.410","n/d"
"03/07/2020","96.237","96.765","0,55","95.803","96.765","14,61B"
"29/03/2021","114.776","115.419","0,56","114.096","115.553","29,73B"
"02/08/2021","121.803","122.516","0,59","121.797","124.536","35,10B"
"14/06/2021","129.441","130.208","0,59","129.441","131.084","32,72B"
"08/04/2021","117.624","118.313","0,59","117.486","118.850","32,60B"
"15/03/2021","114.093","114.851","0,60","113.635","114.903","49,44B"
"12/01/2021","123.255","123.998","0,60","123.227","124.584","37,54B"
"18/06/2020","95.547","96.125","0,60","94.698","97.110","27,85B"
"02/02/2021","117.520","118.234","0,61","117.519","119.805","41,81B"
"20/08/2020","100.853","101.468","0,61","99.131","101.749","28,52B"
"09/03/2021","110.611","111.331","0,65","109.343","112.525","44,76B"
"10/08/2020","102.776","103.444","0,65","101.282","103.722","25,02B"
"21/06/2021","128.405","129.265","0,67","128.048","129.412","32,44B"
"23/06/2020","95.344","95.975","0,67","95.344","97.486","17,67B"
"22/12/2020","115.825","116.636","0,70","115.648","116.903","26,80B"
"20/05/2020","80.747","81.319","0,71","80.740","82.290","22,78B"
"11/02/2021","118.440","119.300","0,73","118.440","120.283","32,39B"
"18/01/2021","120.351","121.242","0,74","120.351","122.586","51,18B"
"05/05/2020","78.887","79.471","0,75","78.886","81.066","20,15B"
"26/07/2021","125.058","126.004","0,76","125.006","126.214","26,18B"
"03/02/2020","113.761","114.629","0,76","113.467","115.299","21,93B"
"17/11/2020","106.430","107.249","0,77","105.847","107.810","36,80B"
"24/08/2020","101.525","102.298","0,77","101.525","102.515","23,25B"
"17/02/2021","119.421","120.356","0,78","118.880","120.597","43,46B"
"20/07/2021","124.395","125.401","0,81","123.631","125.631","29,30B"
"26/05/2021","122.988","123.989","0,81","122.988","124.256","33,99B"
"17/02/2020","114.381","115.309","0,81","114.381","115.696","26,81B"
"04/02/2020","114.631","115.557","0,81","114.631","116.556","23,57B"
"05/02/2021","119.261","120.240","0,82","119.261","121.117","35,27B"
"13/05/2021","119.711","120.706","0,83","119.711","121.426","38,12B"
"14/04/2021","119.298","120.295","0,84","119.298","120.871","65,09B"
"14/10/2020","98.502","99.334","0,84","98.501","99.571","45,78B"
"24/06/2021","128.433","129.513","0,85","128.428","129.541","31,30B"
"05/06/2020","93.839","94.637","0,86","93.839","97.198","n/d"
"03/08/2021","122.516","123.577","0,87","120.807","123.765","35,59B"
"17/05/2021","121.880","122.938","0,87","121.680","123.074","30,26B"
"11/05/2021","121.904","122.964","0,87","120.145","122.964","34,14B"
"10/07/2020","99.160","100.032","0,88","98.739","100.101","24,38B"
"14/08/2020","100.469","101.353","0,89","100.445","101.717","28,84B"
"04/06/2020","92.993","93.829","0,89","92.221","94.132","31,27B"
"26/03/2021","113.750","114.781","0,91","113.305","115.416","33,30B"
"01/10/2020","94.604","95.479","0,93","93.599","95.486","25,30B"
"28/05/2021","124.367","125.561","0,96","124.284","125.698","33,95B"
"23/01/2020","118.391","119.528","0,96","116.906","119.535","25,47B"
"06/08/2021","121.633","122.810","0,97","121.568","123.287","28,00B"
"14/05/2021","120.719","121.881","0,97","120.719","122.195","37,90B"
"23/04/2021","119.372","120.530","0,97","119.372","120.815","33,00B"
"12/04/2021","117.661","118.812","0,97","117.661","118.812","28,13B"
"23/12/2020","116.636","117.807","1,00","116.636","118.311","25,37B"
"02/06/2021","128.268","129.601","1,04","128.167","129.601","45,75B"
"13/10/2020","97.483","98.503","1,05","97.336","98.998","25,39B"
"02/03/2021","110.328","111.540","1,09","107.319","112.428","50,67B"
"30/09/2020","93.586","94.603","1,09","93.584","95.340","25,87B"
"28/12/2020","117.806","119.124","1,12","117.805","119.213","25,26B"
"12/02/2020","115.371","116.674","1,13","115.371","117.581","75,02B"
"28/02/2020","102.984","104.172","1,15","99.951","102.984","15,49B"
"24/05/2021","122.592","124.032","1,17","122.526","124.167","32,33B"
"22/01/2020","117.035","118.391","1,17","117.035","118.401","22,11B"
"19/03/2021","114.837","116.222","1,21","114.610","116.446","n/d"
"01/07/2020","95.062","96.203","1,21","95.062","96.852","28,23B"
"30/03/2021","115.414","116.850","1,24","114.999","117.090","32,27B"
"09/09/2020","100.050","101.292","1,24","100.050","101.578","24,86B"
"16/06/2020","92.387","93.531","1,25","92.387","95.216","n/d"
"03/02/2021","118.235","119.725","1,26","118.234","120.210","36,35B"
"23/11/2020","106.050","107.379","1,26","106.050","107.495","31,40B"
"14/01/2021","121.947","123.481","1,27","121.947","123.896","8,97M"
"29/10/2020","95.368","96.582","1,27","93.387","96.688","35,99B"
"06/08/2020","102.795","104.126","1,29","102.795","104.523","26,41B"
"10/03/2021","111.331","112.776","1,30","109.999","112.928","46,48B"
"04/12/2020","112.294","113.750","1,30","112.294","113.864","35,01B"
"24/09/2020","95.735","97.012","1,33","95.653","97.955","25,77B"
"28/07/2021","124.615","126.286","1,34","124.542","126.712","35,48B"
"15/12/2020","114.613","116.149","1,34","114.613","116.390","30,62B"
"15/07/2020","100.444","101.791","1,34","100.444","102.114","28,79B"
"19/02/2020","114.982","116.518","1,34","114.774","116.545","23,60B"
"04/03/2021","111.191","112.690","1,35","111.163","114.433","52,13B"
"22/10/2020","100.553","101.918","1,36","100.457","102.020","28,28B"
"14/04/2020","78.848","79.918","1,37","78.848","81.668","21,32B"
"01/06/2020","87.395","88.620","1,38","86.837","89.019","24,96B"
"28/04/2021","119.392","121.053","1,39","119.392","121.276","35,22B"
"29/07/2020","104.112","105.605","1,44","104.112","105.704","28,01B"
"16/12/2020","116.149","117.857","1,47","115.496","118.178","35,81B"
"20/07/2020","102.888","104.426","1,49","102.744","104.439","39,46B"
"13/04/2020","77.682","78.836","1,49","76.405","78.836","17,75B"
"25/03/2021","112.065","113.750","1,50","110.927","114.024","36,88B"
"10/11/2020","103.516","105.067","1,50","103.453","105.758","51,12B"
"28/08/2020","100.631","102.143","1,51","100.631","102.347","23,35B"
"17/04/2020","77.817","78.990","1,51","77.754","79.846","19,92B"
"17/01/2020","116.710","118.478","1,52","116.710","118.479","20,81B"
"07/07/2021","125.096","127.019","1,54","125.094","127.249","34,49B"
"02/07/2021","n/d","127.622","1,56","125.667","127.672","31,59B"
"05/05/2021","117.725","119.564","1,57","117.725","119.734","35,89B"
"05/08/2020","101.220","102.802","1,57","101.220","103.763","30,67B"
"13/01/2020","115.503","117.325","1,58","115.503","117.333","22,11B"
"14/05/2020","77.770","79.011","1,59","75.697","78.892","n/d"
"04/03/2020","105.540","107.224","1,60","105.042","107.809","29,31B"
"01/06/2021","126.218","128.267","1,63","126.218","128.363","47,64B"
"16/11/2020","104.729","106.430","1,63","104.729","106.518","54,98B"
"30/03/2020","73.431","74.639","1,65","73.184","75.430","19,94B"
"25/06/2020","94.382","95.983","1,70","94.152","96.260","23,30B"
"12/07/2021","125.428","127.594","1,73","125.428","127.782","30,59B"
"28/01/2020","114.482","116.479","1,74","114.475","116.797","20,36B"
"07/05/2021","119.922","122.038","1,77","119.922","122.038","36,04B"
"14/07/2020","98.699","100.440","1,77","98.289","100.632","29,42B"
"02/04/2020","70.969","72.253","1,81","70.957","73.861","23,42B"
"10/12/2020","113.002","115.129","1,88","112.732","115.262","43,57B"
"20/10/2020","98.664","100.540","1,91","98.664","100.722","25,37B"
"14/09/2020","98.367","100.275","1,94","98.367","100.520","25,01B"
"11/03/2021","112.782","114.984","1,96","112.776","115.127","n/d"
"05/04/2021","115.262","117.518","1,97","115.262","117.668","30,11B"
"04/11/2020","95.992","97.867","1,97","95.987","98.296","32,98B"
"29/06/2020","n/d","95.735","2,03","93.825","95.735","22,27B"
"27/07/2020","102.381","104.477","2,05","102.381","104.585","28,52B"
"08/07/2020","97.765","99.770","2,05","97.765","99.973","26,60B"
"21/05/2020","81.320","83.027","2,10","81.317","83.309","n/d"
"01/02/2021","115.093","117.518","2,13","115.093","117.862","34,46B"
"03/06/2020","91.048","93.002","2,15","91.048","93.710","36,43B"
"19/03/2020","66.883","68.332","2,15","61.691","70.071","27,31B"
"13/11/2020","102.509","104.723","2,16","102.509","104.726","33,65B"
"03/11/2020","93.968","95.980","2,16","93.968","96.350","31,31B"
"17/06/2020","93.531","95.547","2,16","93.531","96.611","30,33B"
"22/04/2020","78.973","80.687","2,17","78.973","81.184","24,46B"
"08/01/2021","122.387","125.077","2,20","122.386","125.324","45,81B"
"05/10/2020","94.019","96.089","2,21","93.984","96.414","22,69B"
"17/03/2021","114.018","116.549","2,22","113.428","116.736","35,74B"
"05/03/2021","112.690","115.202","2,23","112.504","115.504","50,21B"
"24/11/2020","107.378","109.786","2,24","107.361","109.956","39,28B"
"06/07/2020","96.776","98.937","2,24","96.768","99.257","14,37B"
"23/02/2021","112.676","115.227","2,27","112.667","115.380","52,66B"
"29/04/2020","81.313","83.171","2,29","81.313","83.598","22,21B"
"01/12/2020","108.897","111.400","2,30","108.897","111.840","41,51B"
"17/07/2020","100.554","102.888","2,32","100.554","103.017","29,64B"
"02/03/2020","104.260","106.625","2,36","103.779","107.220","31,17B"
"18/08/2020","99.597","102.065","2,48","99.597","102.247","29,09B"
"11/02/2020","112.574","115.371","2,49","112.574","115.576","26,39B"
"08/10/2020","95.530","97.920","2,51","95.530","97.938","27,65B"
"02/01/2020","115.652","118.573","2,53","115.649","118.573","20,87B"
"09/11/2020","100.954","103.515","2,57","100.954","105.147","51,91B"
"28/01/2021","115.882","118.883","2,59","115.734","119.355","38,72B"
"02/06/2020","88.622","91.046","2,74","88.622","91.046","29,49B"
"08/05/2020","78.152","80.263","2,75","78.152","80.557","23,03B"
"07/01/2021","119.103","122.386","2,76","119.101","122.697","44,19B"
"01/09/2020","99.382","102.168","2,82","99.382","102.238","28,68B"
"27/05/2020","85.468","87.946","2,90","85.468","87.946","26,14B"
"05/11/2020","97.873","100.751","2,95","97.872","100.922","32,98B"
"08/06/2020","94.640","97.645","3,18","94.635","97.693","32,86B"
"08/04/2020","76.335","78.903","3,33","76.115","78.971","17,00B"
"07/04/2020","74.078","76.358","3,67","74.078","79.855","26,71B"
"26/03/2020","74.956","77.710","3,67","74.923","78.846","30,17B"
"28/04/2020","78.243","81.312","3,93","78.243","81.427","27,32B"
"27/04/2020","75.334","78.239","4,03","75.327","78.563","24,32B"
"25/05/2020","82.198","85.663","4,25","82.193","85.876","21,35B"
"18/05/2020","77.576","81.194","4,69","77.571","81.420","34,50B"
"17/03/2020","71.178","74.617","4,85","70.783","77.255","33,61B"
"06/04/2020","69.556","73.657","6,52","69.556","75.260","15,28B"
"10/03/2020","86.071","92.214","7,16","86.071","91.771","30,52B"
"25/03/2020","69.727","74.956","7,50","69.360","76.714","28,86B"
"24/03/2020","63.604","69.729","9,69","63.604","71.535","26,10B"
"13/03/2020","72.621","82.678","12,82","72.621","83.758","14,70B"
