id,Salario,Perfil,Ativo01,Ativo02,Ativo03,Ativo04,Ativo05,Ativo06,Ativo07,Nota1,Nota2
0034277,$941.90,Agressivo,1469.39,4596.48,3655.81,22901.97,4213.43,2360.56,516.06,87.09615930710615,99.71319641498593
0016311,$321.02,Moderado,977.29,4609.85,2779.06,,,,494.81,16.41455071404776,80.44642674824198
0029335,$65908.03,Conservador,1187.32,6085.43,2754.36,19380.09,4918.14,,494.87,43.19090886334062,76.29586804060114
0034921,$0.34,Moderado,,4563.73,2960.14,,4641.51,2460.61,497.95,92.11436460076511,72.443790495385
0015172,$85.09,Agressivo,,,2739.85,10609.83,4779.26,,500.79,25.913443029143068,63.79883105432901
0003121,$5211.18,Agressivo,1182.11,5270.63,2775.5,16563.61,,,510.03,79.89344507266233,90.58113188864992
0001753,$6.60,Agressivo,,5211.36,3883.93,,5019.88,2002.78,513.12,83.80520998859032,98.1270488174013
0019869,$3947.14,Agressivo,1160.41,5081.96,3548.6,5123.33,,,490.14,61.106834025588306,0.7071272828312214
0031167,$38225.85,Conservador,1412.34,5201.25,3197.58,,,,489.47,3.9016628932575736,51.50344120396989
0012736,$5487.92,Conservador,997.64,5248.27,3312.54,,,,496.45,74.38619899125707,15.678786925583555
0038221,$14.73,Conservador,1541.52,4551.43,2585.72,,5727.64,,494.12,14.4604381998794,87.25957946865036
0021929,$9.34,Moderado,,5603.64,,6377.75,4566.33,2139.11,496.31,50.20310515892571,63.89373848203939
0026496,$8921.77,Conservador,973.85,5191.34,3219.02,23974.41,5419.66,2451.75,504.16,18.72931407886972,45.3461352180208
0011304,$1265.38,Moderado,1636.45,5172.61,3553.57,,5282.91,2425.41,504.82,21.762921179509597,43.514321164066615
0034772,$74107.50,Moderado,1007.89,,4439.88,11265.03,5654.29,,495.13,66.46230004806675,74.27679513388607
0025834,$882.03,Conservador,,5404.57,3235.15,11904.21,,,493.3,97.49310860935384,56.2034172137763
0025382,$7030.31,Conservador,,4800.85,,12300.57,5403.43,2106.32,492.07,20.00147290319981,33.60818151458812
0000508,$364.65,Conservador,989.81,,3477.2,8408.3,4089.13,2314.25,507.28,56.17771855325731,15.280917809189997
0034345,$9292.19,Agressivo,972.54,5499.83,,20637.97,6045.08,,503.61,38.00042950663819,33.968481542264186
0025134,$8.05,Moderado,860.69,5560.32,3002.13,,6401.79,,510.3,94.47571503444769,35.485909370255634
0024336,$2159.89,Moderado,941.48,4679.76,3210.19,8720.41,4967.23,,511.11,42.97240667760239,67.34438721737502
0021524,$90.80,Conservador,1730.8,5351.47,3092.35,,4865.62,2714.48,511.7,53.5786776926413,30.65715975327089
0027413,$24.51,Conservador,963.4,4527.7,3244.45,11215.93,5746.78,3124.17,490.94,51.21611376769103,65.49121757859825
0020752,$4175.81,Agressivo,,4684.14,3399.3,,6044.99,,507.42,53.0658837165754,68.99767322291218
0000379,$48674.78,Moderado,,4891.77,2891.31,29265.71,5968.8,2273.62,486.58,8.553115027409586,94.8104558862161
0035436,$392.31,Moderado,906.63,4726.93,2964.82,12983.34,5616.97,3033.11,501.31,94.35205419189884,47.58119604159277
0006247,$16278.36,Moderado,,,3238.07,6562.72,5548.94,2469.95,503.24,6.926977503276577,16.203256771521357
0003456,$52581.10,Moderado,,,3166.09,11647.91,,2036.28,506.34,73.43400427606288,95.25918701753479
0035253,$59489.79,Conservador,,4658.56,2890.11,18351.33,,2506.59,489.6,33.56572930507028,70.30354362383055
0006735,$403.88,Conservador,1350.7,,2675.57,6320.79,4769.54,,509.89,1.6820096314755673,71.71799902889786
0031465,$6169.97,Conservador,,,2643.39,,6743.3,2072.44,504.29,42.99013878290354,79.78112468625969
0005415,$17902.01,Conservador,1267.12,4511.78,2865.0,5525.2,4538.41,,489.11,48.802911613695784,89.08575511535709
0015945,$57833.40,Conservador,964.2,5947.99,3801.25,14183.89,5859.17,,501.14,74.792679850103,45.21261560235714
0008026,$8235.74,Moderado,1003.13,4948.77,3521.93,,4668.55,,490.1,41.71184163214209,41.47905814787081
0012162,$534.87,Conservador,803.28,5012.78,3513.03,27523.36,6309.09,3236.58,497.28,83.33404972072506,54.515287583852455
0003858,$8684.07,Agressivo,,,3051.96,10647.08,4449.84,,503.24,5.64358219329264,60.97142046507501
0017269,$74746.83,Agressivo,,,3459.28,9165.73,4353.54,,496.44,95.35529319340206,88.49534350539821
0024074,$68938.23,Conservador,1237.38,4535.3,3716.67,13562.73,4572.09,,508.48,58.344910403369674,10.20323247418975
0036675,$9.29,Moderado,996.01,5180.06,3260.87,6629.73,,2608.0,517.81,81.86180711828011,54.3503886104094
0027201,$3666.33,Moderado,1126.18,5200.27,2877.18,18174.58,6132.02,,485.26,39.80608288501658,86.8983049788151
0003926,$418.22,Moderado,1355.89,5233.48,3417.82,23727.44,6113.97,2305.48,493.03,64.14917215780784,52.2416821370957
0020927,$43.12,Agressivo,,5107.23,2591.23,24163.27,5762.24,,501.78,98.5469284375132,84.43421237386094
0013485,$47.90,Agressivo,1611.08,4797.83,2835.7,35482.25,,2193.29,499.47,65.7295488830703,55.82440839685921
0009671,$8.88,Conservador,1370.21,5073.81,2960.14,21053.23,6898.81,,485.6,9.902034951299965,61.42536867674099
0035633,$56.43,Moderado,,4561.77,2505.27,6044.85,6553.09,2022.24,492.73,80.35816905870693,98.90555742916777
0001515,$51916.87,Moderado,1098.37,5714.55,2800.3,12704.77,,,524.4,28.16329211262596,51.75081290344279
0012942,$5881.78,Agressivo,1016.1,4970.27,2560.45,,4652.46,,488.15,34.69187694168302,34.14364157867726
0031702,$22.61,Agressivo,1328.04,5545.57,2583.21,28010.98,5766.77,2232.89,503.4,61.07524518030631,96.20167969369749
0009305,$92841.16,Moderado,1011.85,5062.68,3191.68,8616.35,,,495.92,90.04639797079159,18.94922666630916
0010797,$41.30,Conservador,1028.69,5368.96,,,6119.74,,495.22,59.09281244201542,98.34588613340254
0007774,$3281.90,Conservador,,5001.75,3087.36,,5245.28,,486.89,25.37844530310952,56.051255257469855
0024842,$553.36,Moderado,1294.88,6239.51,2992.53,6952.36,,2057.42,509.48,69.16267804581128,52.737909803353475
0026478,$5615.52,Conservador,1235.18,4748.82,3561.8,,5205.05,2004.7,500.98,88.91902211537827,4.085770583616332
0029841,$679.47,Moderado,,5241.4,3068.15,18214.94,5130.5,2128.5,500.1,23.539647625576986,35.61066595805862
0014188,$346.93,Agressivo,932.94,5526.15,3606.38,,5397.99,2178.04,485.89,11.171863468124322,13.504212431686913
0012239,$108.59,Moderado,1567.13,4705.84,3846.98,32997.83,5356.99,,511.22,43.4232855132084,72.92930543462384
0000502,$6032.26,Agressivo,1351.4,5378.95,2502.02,,,,480.61,61.23441788578753,42.240390610443924
0006837,$7451.91,Conservador,,,2517.84,14708.54,5923.75,2635.38,491.45,33.45587605636325,4.316196877708755
0009267,$8.02,Conservador,1241.69,5340.5,3557.37,10548.46,4234.74,2063.3,502.82,11.007458855317731,79.84124691079406
0005439,$154.75,Moderado,,,2980.17,11537.45,5838.88,,496.57,52.60609326378622,48.320048861067335
0020904,$5.91,Moderado,,4745.4,3404.67,,,,503.85,30.13221898572298,14.43927842218301
0029305,$469.74,Agressivo,,4881.75,3100.17,,,2253.58,505.42,61.55118230237845,85.55276703668962
0033761,$5.34,Moderado,1084.55,4874.32,3103.09,25203.75,,,500.76,54.15307598912739,46.14725236839704
0011628,$3680.27,Agressivo,,4808.73,,,4528.84,2248.67,486.95,50.938914646358654,74.69776892339186
0009589,$38.72,Moderado,1422.71,4664.26,2555.8,,4210.79,2275.68,489.85,64.85671072307063,10.943929150306154
0027336,$11913.08,Conservador,838.63,4709.8,2729.49,7102.07,5226.27,,493.76,59.4902789105344,39.742776328943364
0009446,$6101.10,Agressivo,1334.31,5000.93,2812.39,16261.69,4435.85,,503.9,0.9415400599270041,52.08049289653083
0022980,$78019.37,Agressivo,,4537.09,3807.25,24505.45,,,509.15,94.6326303560344,81.4381477313734
0015131,$2754.95,Agressivo,,5838.86,3590.6,35090.51,4171.48,,500.59,86.16108213156171,62.91469686891264
0026125,$888.44,Conservador,,4625.67,,7123.8,4877.04,,493.6,95.3455813836026,1.1331466653447309
0006645,$4435.11,Moderado,1012.72,6440.72,3854.77,36357.5,5446.58,2147.02,502.18,99.45611744106188,0.7188727656359362
0033541,$2302.75,Agressivo,,4925.12,3204.22,7237.67,6210.76,,488.05,39.76404016639912,24.175826152870883
0006196,$3.18,Agressivo,999.2,5161.65,,6406.71,6494.37,,512.09,86.44676117649759,51.89409950239479
0034653,$98.48,Moderado,899.73,4874.39,2727.66,6882.64,4479.51,,508.97,60.44577326809451,35.21820242859223
0026813,$6.53,Conservador,903.71,5284.6,3198.44,,5774.36,2014.01,504.17,84.89364387529271,32.18660772672756
0007267,$251.76,Conservador,993.3,4634.85,3438.98,16483.65,5159.97,2343.01,495.73,45.72279125342923,59.709431999508155
0033637,$7.00,Moderado,1132.28,4566.86,2629.44,,4724.4,2038.96,502.78,16.369167347681078,3.7201399675608093
0012628,$732.95,Moderado,1254.62,5355.72,2761.6,,5199.56,,480.64,70.61500659857668,87.86075185740404
0025742,$790.10,Agressivo,823.16,5286.09,3282.02,11695.65,5777.62,,506.6,37.08425290778992,46.1920979115711
0025220,$2.35,Moderado,818.78,5023.27,4148.05,19605.39,6880.31,2627.13,508.41,91.53074318086155,77.86342766246963
0002718,$3.62,Moderado,1102.47,,2699.51,24021.56,6633.41,2602.04,498.21,8.922063905322942,64.86296441104888
0004647,$8.61,Conservador,,4940.65,3289.71,,4706.98,,494.86,70.4193436433536,30.097618355465606
0011088,$101.91,Conservador,972.16,,3445.0,9431.71,5954.17,2452.53,514.0,14.560218187163809,11.986264555745462
0013057,$750.32,Moderado,1238.18,5366.48,3335.24,,4486.33,3043.16,511.34,24.555807699910204,39.7194980514
0016302,$58.09,Conservador,,5052.03,3232.75,5862.92,,,492.29,67.38016628621389,18.160017895543547
0036012,$0.41,Conservador,1464.92,,2881.24,17987.24,4749.01,2585.7,510.06,5.066360280577086,63.34890901865781
0022123,$6575.48,Agressivo,,,3082.17,,4770.16,2548.2,495.68,47.86718642678193,13.878762652729614
0032192,$3.36,Agressivo,1134.7,5495.11,2859.35,,5140.73,,496.0,29.361495908394907,82.73649753510652
0038317,$82.56,Agressivo,1447.46,5430.79,3103.5,16725.14,4533.81,,500.89,21.931536019864307,63.608830359637935
0027815,$0.07,Moderado,981.73,4809.65,,,4814.18,,483.43,85.0341085834241,14.804626159302614
0022901,$678.11,Conservador,,5245.52,,17827.59,,,505.17,50.30116291369826,53.98305043651377
0012923,$7.02,Conservador,1126.18,4744.58,3219.04,24175.82,5247.54,2869.92,497.04,29.973760327289067,94.77477316964101
0027299,$482.34,Agressivo,1186.83,5208.22,2508.96,,5064.21,,479.99,45.138484921261835,72.55309491780996
0000869,$3089.76,Agressivo,,5508.04,2600.01,28354.41,5011.35,2275.48,504.55,52.366156112687655,0.28535069886960196
0019907,$455.09,Moderado,1346.43,4751.52,2539.46,13686.59,6395.12,,499.43,42.571070594837664,63.73450029988916
0004584,$62.64,Conservador,1073.28,,2696.85,14032.92,5966.94,,504.82,20.825628626389037,82.94651698915328
0007340,$31793.03,Conservador,1017.97,5758.12,3528.06,24370.89,5323.68,2855.21,492.62,42.14324387576143,95.66629860412804
0033461,$252.62,Moderado,1092.06,4576.07,3893.42,,4404.39,2877.34,506.05,27.835024276472666,73.55566960301043
0011150,$26112.89,Agressivo,1166.1,5338.04,3039.48,11707.09,5638.4,2202.9,502.0,95.996939879638,72.3715850538374
0009960,$908.43,Agressivo,935.89,4783.64,2983.66,12926.47,5650.15,2161.09,496.85,44.895821285552465,62.41555439091632
0020291,$8550.99,Agressivo,,4676.99,2707.45,9771.18,,2072.51,497.29,46.35682104668343,61.83284578573236
0021245,$41.83,Agressivo,1224.62,4731.35,2671.59,6299.89,5945.7,,503.15,41.224670637516866,63.40605962892308
0032167,$4374.41,Conservador,1030.08,5486.53,2546.73,24995.58,,,491.06,22.040680055201513,62.047405239478216
0037674,$7521.67,Conservador,1607.59,4799.21,2766.77,21951.81,5604.41,2204.15,503.82,59.33428095361775,93.36218428919997
0021789,$800.92,Conservador,,4880.03,,14914.17,5796.15,2222.43,511.23,58.515094696449154,47.891965810511905
0034604,$44705.57,Conservador,1166.92,5232.99,2982.8,23154.3,,2329.5,490.97,82.73225920581555,11.708522365656492
0025711,$57988.44,Conservador,890.65,,3408.45,,4090.54,3314.69,498.35,72.15946977367611,19.630200636819172
0014582,$5690.04,Conservador,,4798.92,3223.85,18741.01,4182.06,,506.88,12.674562373688792,69.49537397993048
0003414,$7.46,Moderado,1105.44,5283.32,3956.96,,,,513.54,82.12229650152312,11.324093475696163
0007936,$24.47,Conservador,1422.31,4724.99,3093.46,12512.25,6423.15,,510.29,38.180605488143904,89.06205059174857
0012779,$2436.28,Conservador,1727.46,5299.88,,13892.62,4282.51,,481.56,87.44110321724554,77.960229433712
0032786,$862.34,Agressivo,,4873.75,,,5525.91,,499.41,69.18014471110368,52.29209236690745
0023636,$6.18,Conservador,1081.01,4763.42,3878.73,8884.31,,2125.99,490.81,37.39435925915966,28.98283442271041
0009237,$266.25,Agressivo,1267.67,4657.76,3157.06,7621.81,4564.52,,492.54,38.808233835145046,88.1590941106953
0010751,$5686.14,Agressivo,1262.07,4571.64,3192.93,,,,518.76,50.65255014765641,24.311156769471076
0034422,$7600.03,Agressivo,847.25,5447.12,2892.68,17660.43,5149.0,,492.78,30.91042473460519,64.69987389200357
0007522,$45467.15,Conservador,1063.4,5561.56,3186.55,,5854.17,2268.16,498.08,33.141575413600144,4.817554793150613
0014778,$8272.72,Agressivo,893.72,4838.98,3340.82,6179.56,5018.08,,500.81,9.831178707389721,61.04789808510396
0027787,$41.55,Conservador,1059.74,4509.18,,16944.49,4813.08,,487.92,36.721975777483514,68.99481185094105
0038323,$88.65,Agressivo,1289.9,5224.14,3239.95,6249.85,4283.88,2060.33,521.28,91.5768740131603,43.888139643307
0036022,$6.83,Agressivo,1198.63,4605.21,3574.38,15816.98,4334.18,,483.52,33.42111783528949,9.5731083824238
0027740,$45.01,Agressivo,1569.11,4958.76,2783.73,11453.47,4372.3,,510.76,87.66542455986175,60.24041295042517
0028410,$820.71,Moderado,,5313.86,2527.48,11274.13,5839.98,,511.13,16.515756446720143,94.20459594509762
0036300,$344.79,Conservador,1288.79,5737.88,2827.46,26928.25,5508.85,2285.35,490.22,4.7453017924349865,75.7857561888697
0003573,$53978.13,Conservador,1115.36,5318.56,2874.03,16991.8,5232.1,,499.93,19.862317501237637,6.235554958879441
0027889,$205.37,Agressivo,1066.54,5145.67,3159.65,11672.45,5935.79,2355.65,489.2,48.97432601565151,56.14513181151624
0035137,$47352.09,Moderado,815.4,4572.27,2647.92,5902.33,5442.36,,481.33,17.324537778118522,19.61177350420532
0008417,$8.29,Agressivo,,,3182.31,5156.33,5699.3,,493.7,23.339959948387545,14.866775029047819
0002351,$83304.17,Agressivo,,,3784.37,7450.71,6501.26,,489.34,37.618421533388215,38.849964620860376
0033363,$807.35,Moderado,,5278.77,3080.14,7082.08,5474.74,,496.16,3.8569573334251372,90.57989703864277
0026184,$42.93,Agressivo,1084.14,4591.41,3240.44,23338.46,5749.92,,497.45,92.82017005595723,39.785336426679955
0012555,$852.14,Moderado,1308.94,4988.43,3314.37,16566.86,4479.43,,499.29,60.990114694112165,74.89137936656375
0013955,$9610.31,Moderado,974.72,4529.17,2731.06,21211.3,5504.79,2268.46,494.7,56.80874445451297,43.526559175477544
0016193,$876.52,Conservador,801.46,,,15261.92,4038.56,,501.6,75.00208389475216,34.98935684695616
0018902,$91923.65,Agressivo,1014.37,4606.66,2966.58,7801.43,,2128.07,499.53,61.05689417941102,34.34922043726548
0000406,$10.51,Agressivo,949.78,5275.96,3150.26,13748.77,,2329.41,485.79,85.75472628799858,51.77393527366229
0000980,$15.11,Conservador,,5281.83,3083.6,,4452.61,,487.31,15.86668216524595,84.42482378355342
0031529,$42695.19,Agressivo,801.96,5293.88,3257.11,12665.75,6157.11,,499.51,39.94974558800811,28.8916245439932
0035208,$811.61,Conservador,,5919.31,,,6675.66,3222.66,506.73,8.9004174418993,19.651218772225153
0023485,$3222.51,Conservador,1216.74,,2502.37,,4311.74,,503.71,97.21371769476156,79.73875062783519
0033915,$51185.91,Moderado,1243.85,5308.46,2854.34,,4548.36,,516.03,78.29466363340727,98.28191873983148
0012684,$191.21,Moderado,1346.81,5253.12,3429.46,17038.8,4285.21,2240.64,511.69,36.08260339147129,30.82498664137965
0024275,$2724.59,Conservador,1001.2,4714.18,3283.72,,5608.36,,513.11,37.81022900484914,4.701536351612267
0033087,$160.29,Conservador,1010.35,5033.68,2515.42,20240.85,6556.95,,508.33,22.744109576688654,89.02017824692037
0028398,$76.20,Moderado,,4770.15,3314.53,26031.73,4699.48,,493.32,41.99621098216376,54.29730891946561
0004694,$5.33,Conservador,,4764.49,3194.85,16654.25,4192.49,,501.8,22.26629718469009,34.52260370531519
0007403,$0.52,Conservador,,6198.07,2781.34,14180.69,5013.65,,477.03,27.61276784427834,73.55011964457204
0025939,$885.74,Conservador,1265.72,4594.89,3525.8,11256.39,5710.33,2513.89,476.9,72.63667050428496,21.46407287576939
0034899,$97.17,Moderado,975.02,5359.67,2683.53,16007.63,4538.03,2421.07,511.56,92.32037922250905,25.65769387532475
0017369,$41.61,Agressivo,1511.84,4505.14,3194.43,14782.47,4040.47,,502.09,28.15265161592898,18.49897528510719
0019968,$816.99,Agressivo,,4891.76,2853.3,14647.32,5353.22,2267.49,507.29,49.87370931334538,30.098686891285475
0014570,$1225.38,Agressivo,993.55,5907.12,3618.75,8285.18,4606.39,,480.95,65.93274063112784,5.413210266962665
0020190,$74.88,Moderado,,5634.21,3319.86,,5319.78,,509.87,67.60012767748407,5.711481174201138
0018355,$0.37,Moderado,1684.45,,3864.96,7885.06,5725.64,2313.3,512.52,79.97631532446523,14.001373822815443
0035305,$85.82,Agressivo,850.91,5692.74,3292.53,,6057.17,,504.02,45.29244279958361,90.09253648753575
0010171,$8371.61,Moderado,1076.13,5507.45,3336.81,35721.29,6282.16,,518.68,41.75694687216264,44.35250664871374
0006345,$744.87,Moderado,912.53,5810.96,2653.45,,4867.85,,499.65,69.61660208794314,9.44333078339854
0037886,$946.04,Moderado,1264.83,,2675.31,21976.9,4816.91,2365.05,518.53,13.0531673345184,73.52088912095749
0028238,$79.80,Moderado,1407.16,4782.68,2503.2,24725.36,,,495.65,96.3682652039284,72.78224926291206
0012309,$3.58,Conservador,884.73,4573.56,4048.37,,6008.05,,502.2,1.7641249700268702,52.1395464769917
0017617,$4921.08,Conservador,1202.03,5159.02,2780.41,,6378.6,2255.88,494.13,99.13380809298461,7.826612931616051
0029313,$1285.80,Agressivo,,4779.22,2619.97,20300.45,4428.16,,508.16,55.665610745724095,5.636625653290306
0031885,$5.20,Conservador,,4917.49,3135.31,15218.6,4904.45,2076.18,484.95,10.073117826687849,90.20236522471576
0012185,$18.97,Moderado,1152.12,5528.75,,25420.37,,2120.28,512.61,66.40390491160379,58.939467527122325
0013947,$689.26,Agressivo,,5439.95,3471.79,,4789.2,,498.18,68.22579026020975,70.31264921591607
0031247,$950.19,Agressivo,1109.79,5525.7,2516.98,12356.68,5919.69,2101.72,508.51,1.3358931642023175,53.97014362754036
0019919,$4.86,Agressivo,1220.56,5457.53,2767.19,8850.82,4482.48,2521.04,501.85,0.7855032930644934,18.90015743726494
0017872,$22.29,Moderado,1231.38,4662.66,,19195.09,4433.99,,499.65,78.08626725129926,84.82439261224054
0010761,$6.38,Moderado,1048.99,5132.24,2825.44,22064.89,5087.29,2075.0,524.01,83.07281928585462,55.49738538906778
0013049,$612.62,Agressivo,,5044.04,3267.98,5955.4,4569.34,2056.62,500.14,20.127947818988535,51.393917467352054
0001175,$359.05,Conservador,1386.95,5766.85,2864.24,8606.11,5262.57,,509.43,27.459312076958987,41.96588528957882
0003315,$345.50,Moderado,,,2855.11,18877.83,5699.9,,490.85,58.913482314227835,42.164465612113624
0003894,$26992.30,Agressivo,1254.48,5257.04,3020.89,26237.95,5534.93,2453.21,506.07,66.40335156878285,66.43861305738254
0011472,$2869.57,Moderado,1088.07,5256.11,,,5697.32,2145.06,494.88,76.96575478650671,19.4267592261968
0032754,$10.05,Conservador,886.04,,2675.65,17698.24,6086.92,2367.56,505.6,42.361430668236366,30.24075803193288
0030999,$93.48,Conservador,877.82,5406.37,,12462.47,5052.5,2260.55,500.81,39.3612223160247,12.840032805100876
0036907,$440.61,Agressivo,1345.39,5676.54,3206.3,27078.16,4393.3,2243.01,499.56,16.501692327082097,27.941726579324577
0032580,$72.50,Moderado,1612.5,4568.25,2830.54,9867.35,4003.23,,528.23,26.829043867195658,58.028581320596814
0010503,$475.28,Agressivo,886.06,5031.31,3605.15,6080.38,6825.23,2603.02,495.31,34.372877298746964,46.12553666312578
0037444,$7.50,Conservador,939.74,5614.09,3023.58,,4654.07,,507.77,86.6080609880517,30.95981265199823
0008725,$24.38,Agressivo,1257.21,4544.82,2931.71,7350.61,4996.53,,505.74,72.83733231938723,23.17698487758747
0004973,$2.91,Moderado,,4858.25,3443.33,6216.42,5844.63,2197.71,508.36,89.57709085815084,67.4602838005098
0002823,$4.92,Agressivo,1587.33,5264.45,,19264.38,5543.99,2322.33,520.66,53.53351868449615,59.86388157433181
0003842,$20.19,Agressivo,914.93,4834.53,3181.39,24683.12,4603.74,,501.01,59.44369497149463,29.89443207958442
0030984,$7.98,Agressivo,,4754.15,2933.62,21522.34,4098.54,2584.74,512.61,99.42522670653754,29.521150171848063
0033832,$6194.24,Moderado,1062.58,,3342.25,,4612.13,,498.54,81.95007379283123,79.81895136853629
0016213,$39469.21,Moderado,1424.47,4899.93,2709.14,,5914.93,2175.61,510.24,26.186824047677128,19.85402442552573
0003486,$96.71,Agressivo,1303.8,5332.63,2986.09,10898.8,,2189.75,490.45,17.339871442780453,25.643350242317442
0011220,$75852.69,Agressivo,1193.15,4868.05,3000.64,7667.52,,,496.22,74.42773066439166,24.390860300625906
0030755,$2981.85,Conservador,947.51,4883.54,3895.11,,4780.73,,494.67,45.30384953432489,69.58440808088912
0028664,$76.15,Conservador,1317.15,5737.27,3254.44,8845.38,4284.07,2580.05,505.41,30.868994724088573,81.4301899444261
0000845,$94316.85,Moderado,1236.99,5736.64,3137.57,9478.15,,,503.26,5.348040563274381,90.65970757776935
0003867,$712.73,Moderado,,4613.99,2752.18,7952.91,,,512.06,93.58332375382032,1.6964539798426825
0023767,$9.02,Moderado,,4944.13,3636.57,6471.2,6079.76,,511.86,60.97844749162358,46.92050374097714
0032088,$70.02,Moderado,,4799.12,3408.36,18985.09,4872.35,,502.91,79.47694797801215,3.6224138179772436
0013905,$9.93,Conservador,1197.86,5032.71,,6119.05,5389.86,,505.41,40.61487028634215,85.93403894436418
0022885,$38.23,Agressivo,,4953.4,2703.42,7636.92,,2258.61,504.18,62.178724155377715,37.70405587917781
0028784,$91.95,Conservador,1204.48,4807.96,,7366.56,5354.8,,504.46,96.42261358804075,15.156666708806899
0004012,$77793.05,Agressivo,,6088.7,3271.69,15594.23,5657.37,,504.82,69.78441360490882,74.11604263978316
0030370,$72.92,Agressivo,,,3866.19,21199.37,5007.4,2103.76,500.65,89.77066995723038,48.43036639456915
0030073,$58531.26,Conservador,,5636.29,2627.48,,5836.85,,495.17,74.70306975447467,22.27599291248761
0023453,$358.37,Agressivo,971.77,4720.42,,,5246.8,,504.0,76.72289925737161,4.624859994742858
0035550,$96997.17,Conservador,1338.62,5008.67,3814.03,15844.88,4346.12,,491.58,62.830802483185664,10.507766247188455
0033546,$8980.55,Agressivo,,5596.46,,,,,497.58,8.669604810341536,61.14504197951302
0037966,$584.00,Conservador,929.91,5114.42,3130.16,,4259.0,,516.09,60.39776726193069,26.956430801960163
0000962,$9.89,Moderado,,5134.62,2758.48,9303.14,6364.07,2120.74,497.78,58.70239951217362,59.93155610123975
0025288,$34187.18,Moderado,,5749.28,3433.83,,7120.72,,513.08,65.6344387676974,47.567812373776
0030598,$374.71,Conservador,1287.28,5207.11,2740.19,23106.23,6666.8,,489.54,45.01966066083125,33.22158973926228
0018547,$193.98,Conservador,1064.4,4602.79,3487.96,,5477.42,,489.4,65.58129838976028,60.03698398560843
0014707,$5421.20,Moderado,1397.62,,3205.53,,4563.72,,510.0,80.89237510889237,19.303050039116577
0004180,$6.41,Moderado,955.08,5319.16,3067.87,,6794.73,2512.94,495.2,25.286078552709334,16.793226802644945
0012918,$56.39,Moderado,1032.58,,2668.66,13689.34,4643.52,2304.23,517.15,40.38821634363718,18.74102329184346
0001526,$76974.78,Conservador,1053.98,4572.93,2595.33,13737.93,5945.11,2241.21,495.36,59.64640939177871,55.234020723964186
0024600,$6736.27,Agressivo,1128.78,5187.35,2545.14,,4368.49,2055.75,502.06,72.26098178860224,41.1517925180081
0017614,$57.61,Moderado,1332.55,4685.02,,12321.15,,2869.27,510.97,42.53522872091424,51.994897775868175
0027021,$35.28,Conservador,957.39,,3096.57,11273.49,6708.17,2317.15,498.8,55.46638691536159,25.987726223393683
0002750,$93877.40,Agressivo,,,,,6071.88,2370.13,499.75,22.0933948322946,52.94278417259003
0019937,$97503.65,Moderado,1057.75,5873.07,2529.28,19368.89,5757.25,,481.99,33.48906385168191,43.30051329643793
0020586,$110.75,Conservador,1191.56,,2697.09,16180.85,4254.13,,488.86,82.12422886439498,52.68766112506853
