id,Salario,Perfil,Ativo01,Ativo02,Ativo03,Ativo04,Ativo05,Ativo06,Ativo07,Nota1,Nota2
0023466,$81219.30,Moderado,,5258.91,2589.19,20024.08,5022.4,2403.06,491.77,28.114721076690653,28.04234144632012
0035806,$9.45,Conservador,1517.53,,3906.87,5807.64,4480.73,2156.41,476.88,67.74133326500204,11.423280191741881
0012170,$7.08,Moderado,1702.84,,2868.83,5527.98,5199.99,2570.33,507.43,41.403841346987534,92.22837865719221
0034518,$4.19,Conservador,,5652.01,3899.91,13948.89,5351.7,,497.19,20.16657362184321,74.18051520580734
0033694,$47762.67,Conservador,,5300.75,3787.21,,7109.52,,494.77,34.17089452274647,30.00992759779244
0038080,$29.22,Agressivo,1473.43,5396.05,3273.93,7238.05,4713.79,2133.61,498.66,18.34471491174554,26.48477341930262
0036519,$361.20,Conservador,813.76,4919.53,2650.63,10497.86,6013.81,,481.86,68.9923821780544,76.86129814862602
0011202,$88744.96,Moderado,,,3036.79,16161.53,4730.13,,501.45,64.20311029970841,4.7905581030649795
0025983,$0.17,Moderado,893.72,5422.18,2951.52,9645.6,5386.93,,511.28,93.60289459883079,34.258279180631746
0021898,$38.82,Agressivo,,5250.84,3324.75,,4616.49,,518.18,10.022940050616235,48.38826951725432
0033924,$620.87,Moderado,1044.52,5127.15,3164.61,,4522.78,,493.24,70.52366449737761,46.60608863573545
0034841,$95065.04,Conservador,1017.97,5516.74,3316.63,8375.31,5097.44,,496.71,33.80718488830099,41.6151045740145
0016473,$94315.22,Agressivo,1119.0,,3302.12,6713.64,5668.07,2048.19,494.75,67.10799991676173,5.512046537023241
0027679,$853.65,Agressivo,,5241.63,3218.17,14404.53,,,497.49,7.804351610215809,65.72748244022783
0011032,$4506.89,Agressivo,966.9,4882.54,2694.25,,4752.56,2006.53,492.67,21.481195608389804,41.66911506198947
0032018,$631.52,Conservador,1033.77,5100.45,3579.48,,4020.08,,500.4,19.636172909465188,53.31655529430696
0025817,$6.05,Conservador,1247.79,,3101.88,17936.38,5071.95,2747.73,495.27,36.197268883107384,31.151114293753125
0005258,$73334.01,Agressivo,801.06,,2597.66,31307.66,5706.97,,520.55,88.96283778727569,3.3898839951809867
0031870,$634.15,Conservador,848.61,,2573.79,10964.96,4730.54,2517.74,497.69,58.80355172777602,78.88274821553544
0031353,$86264.90,Conservador,1361.63,5155.96,3457.03,7433.02,7546.32,,494.73,63.485755012423084,13.149079948599907
0011508,$719.30,Conservador,1371.84,,3362.16,10841.65,4545.99,2267.78,516.47,42.35980916180239,44.35057790085477
0029145,$6139.80,Agressivo,1145.87,6163.17,3211.6,8236.43,5035.73,2153.56,501.08,35.28149423814586,83.05729067748418
0028169,$11452.16,Moderado,,4696.41,2868.01,9213.39,5207.0,2118.16,511.63,74.44862496084303,9.613604327184833
0014494,$25.21,Agressivo,1179.17,,2559.58,,4784.21,2379.02,491.98,85.91831584540807,84.27996985914086
0025727,$847.91,Conservador,,5550.76,2712.6,9673.11,4562.05,2370.38,497.92,73.39145458941215,3.29202593595459
0016188,$49.37,Conservador,1499.05,4530.62,2540.48,27307.54,4548.63,,496.77,84.68252955944024,69.6693986002205
0037113,$7385.50,Agressivo,1129.55,5813.23,3247.16,10809.27,6613.73,,499.28,27.532022232762856,58.8670908862348
0021500,$918.59,Agressivo,1163.12,,3121.55,5206.7,5725.82,2846.79,507.84,80.68884425821606,4.166961695941495
0008463,$2.14,Agressivo,1036.07,5045.44,3207.89,17663.03,5769.36,2011.06,515.33,60.413451043783574,13.473174737152894
0013982,$55.05,Agressivo,,5236.6,3230.78,,4693.14,,491.65,50.78205258449165,46.050725732771504
0020889,$209.81,Agressivo,1494.54,4852.56,,19702.77,4515.26,,493.77,3.0035676862927074,64.24606647999597
0032149,$40409.65,Agressivo,1304.17,5212.45,4186.86,24408.72,4655.87,,489.28,73.18553367478795,38.98958668966155
0016177,$9.63,Conservador,1704.09,5503.98,2739.59,14747.64,,2742.44,489.5,43.05520649754413,56.95785330427449
0007203,$8.28,Agressivo,1297.6,4912.38,3311.34,19937.73,4809.19,,490.26,71.62433874071006,27.82395413053592
0018181,$45437.98,Moderado,1381.14,4928.57,3651.18,18278.78,,2260.56,495.34,61.0115245305999,58.921192241457575
0013171,$76.15,Moderado,,5211.47,2766.26,,4647.57,,492.21,77.84837507294448,1.466938645920557
0013339,$45599.30,Moderado,931.94,,2970.08,,4155.32,2783.65,490.02,35.751550950565004,99.2118708064434
0032315,$90970.31,Conservador,1406.94,5149.58,3184.61,,4571.77,,492.47,62.03692142238929,31.957684486713834
0015022,$4.16,Conservador,1132.41,4745.59,2843.68,8176.29,,2446.59,491.41,50.28704660626866,89.91378119426456
0020569,$73.24,Conservador,1281.55,4701.6,3584.96,13191.1,6422.65,,512.38,6.803435445234074,61.40382860550508
0012388,$81.77,Moderado,1468.85,6480.12,3620.8,10983.47,7123.05,2403.54,498.06,50.5957209604752,31.792467447954
0005419,$9609.37,Agressivo,1076.29,5102.92,2625.87,23203.15,6538.27,2455.89,500.25,73.56868555266843,95.77068281189017
0003536,$7414.64,Moderado,,4582.29,2995.48,18921.98,,,502.0,6.766704744284113,89.71240346133392
0026258,$19.64,Conservador,931.74,5510.79,2915.2,,7249.39,2253.54,513.25,14.887656076165944,97.45989253257873
0029661,$962.09,Conservador,805.3,4893.95,3611.9,16136.57,6516.82,,490.91,9.903328240461185,7.523976822466027
0031192,$6.14,Conservador,,,3534.52,,6582.04,,505.58,72.88650058491739,32.23807298579885
0025482,$3294.90,Conservador,1082.08,5198.29,3833.75,9684.64,5634.16,2408.65,490.67,40.65342075622419,11.600521484260584
0000659,$78.92,Conservador,1651.91,4660.18,3938.56,14369.38,,2003.24,504.98,77.526171136983,13.441512720059334
0021804,$9.37,Agressivo,1461.51,4857.81,,32377.96,5550.42,2690.0,510.57,8.624820358706542,29.648436992148454
0008860,$30087.24,Conservador,1008.72,5233.32,3215.1,15629.23,4761.65,,506.03,93.09304521111476,56.228059829734825
0016719,$2012.64,Moderado,1250.81,,3481.07,5649.78,4272.55,,515.37,89.2809431469605,49.042820832718284
0034036,$572.44,Conservador,,5139.64,3133.29,15948.09,4424.8,2783.33,501.81,98.37604151371077,81.90803254494772
0017779,$385.71,Agressivo,,5395.03,3143.91,,4877.76,,492.45,37.849040044432755,71.94172592554129
0013637,$767.25,Moderado,,4894.55,3661.26,8520.24,6089.02,,475.18,20.992986929595137,55.55912300772835
0036042,$3.32,Conservador,,5718.86,3953.56,15281.52,,,510.19,57.65939680121209,18.70963616966973
0019055,$4804.46,Agressivo,890.3,5578.56,2562.66,7119.66,4019.12,,505.8,89.0268680237709,61.1889746671333
0019975,$9.15,Moderado,1276.82,5044.32,3222.84,19675.79,6220.89,2580.99,494.97,6.304571420174565,89.01198625948587
0006149,$299.31,Conservador,1111.11,4739.37,3239.33,25611.58,6611.46,,503.1,30.477568037019232,77.8660897057946
0019690,$4.10,Conservador,,5272.42,2560.53,10035.13,4469.48,3127.41,512.42,80.42765918701548,77.20586646397855
0011766,$27120.58,Conservador,,4536.57,2951.26,18707.96,5485.09,,502.18,24.578366179780396,0.24317743821109516
0006147,$4822.67,Conservador,1248.1,5078.74,2680.24,8933.58,4876.59,,512.69,88.2289555429242,73.44180871041873
0008337,$20026.58,Agressivo,1091.71,4605.37,2807.65,13915.68,6530.83,,506.18,19.012704850666484,96.25547802993026
0003454,$0.38,Moderado,1347.31,5046.83,3339.27,12863.27,5707.93,,507.49,63.56152274187522,90.8751152068448
0006737,$2.38,Agressivo,1351.82,4937.36,2628.0,21928.92,5263.65,2304.89,492.69,48.78377608424037,88.79800239668224
0008383,$715.69,Moderado,1272.75,4939.05,3537.97,7449.45,5398.24,,497.88,83.59760538835165,69.52150972846992
0015726,$34197.39,Conservador,1159.59,5360.61,3473.49,,,,497.89,74.8174831594941,70.91948070726511
0010131,$8.91,Agressivo,992.11,5796.14,,16763.64,4999.84,2043.61,504.9,41.73034272689111,83.77296206470567
0036617,$2442.50,Conservador,895.92,5068.9,2570.83,,,2439.96,500.03,72.30261319776685,86.02972182039436
0031989,$5643.49,Conservador,1228.88,4861.67,3468.63,14207.19,5425.97,,508.82,85.70900287240846,80.62364889922206
0003860,$5998.80,Moderado,,,3012.77,11992.26,5249.21,2171.63,490.12,81.78950956803875,42.89578094356287
0008696,$5.03,Agressivo,850.28,5774.02,,14960.07,4976.42,,512.11,82.60577223561269,29.20848149229789
0012071,$4.20,Agressivo,1238.19,5041.69,3043.98,,,,491.67,97.52003702370938,99.62980754900497
0025677,$5.48,Agressivo,1147.4,4699.4,3041.22,8285.77,4606.3,2417.75,482.08,97.1857948048552,73.05027611658336
0021874,$89.54,Moderado,809.22,,3341.54,7543.91,,2417.45,489.29,71.56993173566863,10.553714249093337
0023471,$35895.90,Moderado,1006.05,5316.91,3190.78,,4025.16,2078.75,508.81,32.475461792366126,61.12692779808129
0036112,$37221.73,Agressivo,,,3079.57,,5536.31,,501.27,40.10923900491273,81.0558540806576
0010422,$7912.36,Conservador,953.25,4541.09,2786.08,19731.46,4059.09,,514.74,1.096819936821536,57.71228587586009
0007913,$7144.63,Conservador,1123.16,4955.48,2686.53,7416.4,5088.71,2024.92,481.36,63.44832612742041,66.28887534002776
0023479,$4258.43,Agressivo,,4596.19,2750.68,,4783.52,,497.6,0.03855642354235744,25.073262011845408
0024358,$19.73,Conservador,,4574.03,3851.42,6195.5,6223.34,2415.12,504.99,75.99412001365639,31.01326643098875
0037045,$5803.66,Moderado,894.69,,2809.42,,4872.89,2305.06,517.81,21.66270873147097,26.396997221223238
0027643,$24.48,Agressivo,1334.8,5297.36,3006.88,8314.75,4720.29,2591.22,504.99,65.40984426902841,68.28220939526986
0000717,$662.33,Agressivo,1045.97,5312.81,,,5771.56,,490.29,33.12108418322837,74.03552228348389
0002532,$35.94,Conservador,835.51,,3209.04,17749.92,5020.53,2328.23,487.61,86.2035981238477,88.86171610134437
0004227,$54.53,Conservador,1094.58,5504.61,2740.82,,,,502.92,92.15900104317551,47.947293336327434
0033999,$33566.13,Moderado,1170.05,5442.31,2809.61,9675.3,4586.07,,517.68,79.60252448925476,68.00012379926076
0012691,$252.43,Moderado,1008.7,5373.34,3950.83,13642.13,5416.63,2221.79,505.52,72.42281074161771,64.49898942505817
0003239,$1.88,Agressivo,1346.58,4942.63,2843.07,,4824.64,,505.71,6.162543632559137,36.4568575544831
0024288,$687.84,Agressivo,1124.77,4785.94,2869.32,39850.04,6124.17,,485.42,98.58540599415268,24.979165924961578
0027661,$8.85,Conservador,1256.65,5747.69,,29815.68,5473.25,2533.58,486.65,78.5873660597072,85.7604684183086
0013817,$4820.21,Conservador,1227.22,5447.06,,13184.54,6462.78,2190.14,501.48,19.51989895593619,21.30080886614699
0006496,$3000.62,Conservador,1060.68,5314.57,,,4115.14,2055.07,495.66,40.58044282545804,69.70999377959507
0006824,$94965.26,Agressivo,1012.27,5320.53,2961.2,14077.24,5197.75,2139.06,500.66,47.96220801606955,79.42163416065578
0027420,$4.15,Moderado,1024.37,5160.24,2926.32,,,,505.43,14.64833838464491,28.05300612878342
0032526,$8079.83,Conservador,,5615.83,3637.93,9675.75,5937.75,2170.66,507.39,61.510527784651295,34.104666595079
0024256,$91.88,Conservador,1480.75,,,24924.22,4491.35,2282.68,509.8,81.50501932383992,68.9676054948065
0004639,$60574.56,Conservador,,4939.92,3511.55,9434.03,5978.34,2012.24,496.79,88.21689829527249,20.94010780695682
0010723,$26620.07,Agressivo,1149.28,5310.48,2913.54,14693.87,5563.9,,487.68,50.65912009503572,13.305512254249741
0026424,$3346.96,Conservador,1201.85,4733.03,3138.3,17945.92,5727.67,2038.77,484.2,17.091824101289323,74.23847409212607
0033577,$311.46,Conservador,1017.53,5690.29,2761.35,16768.68,5896.21,2013.27,514.85,81.44386093976851,62.944417431085206
0014911,$9.01,Agressivo,1100.06,5343.1,3487.81,,7184.61,2585.73,477.96,68.16407333098564,34.10989341538711
0037407,$975.18,Agressivo,1616.58,5120.32,3345.69,7674.27,4457.36,,505.76,30.980183279529694,62.23562185544323
0030393,$5797.97,Moderado,1279.72,,,,5486.23,,502.93,73.17870237097327,54.9941717397611
0031959,$85.19,Moderado,,4510.49,2971.76,32778.05,6008.74,,499.79,79.77752642269571,67.71178559805907
0036782,$8845.94,Conservador,1131.08,6101.63,2633.34,6928.13,5688.39,2094.42,503.88,17.972705857971828,84.29286461863451
0001373,$5560.39,Conservador,,5664.25,3049.66,,,2943.44,497.93,96.00354654896731,44.960717372523185
0028279,$17.72,Conservador,983.39,5000.36,2858.61,21705.56,,2231.38,512.07,94.37699745665329,95.28482242624943
0006733,$6048.60,Agressivo,922.87,4913.55,3019.63,13723.45,4540.58,,512.36,91.10544129834825,89.74304313128788
0000632,$53591.88,Agressivo,,,,17560.22,4564.92,2327.41,498.15,40.05376379098631,49.613513810366584
0008634,$17880.24,Moderado,1456.23,4984.35,2763.24,20772.41,5249.03,,495.58,72.48684212910995,69.85294082184835
0032819,$8.34,Agressivo,,,3020.93,18456.5,5327.47,2584.32,491.63,66.02161128669108,37.9773390002964
0009399,$69.66,Conservador,,,3042.86,9306.98,4611.04,2751.86,490.97,48.5309857041057,87.23501919748044
0033580,$8094.40,Agressivo,1327.9,4627.82,3480.22,,7022.35,,510.39,92.9126834990457,98.58286383168851
0032036,$44.15,Conservador,1003.89,,3002.32,,5583.95,,505.98,81.39446922094032,17.870823999214114
0036847,$80872.14,Moderado,1750.17,5566.28,2547.75,11621.68,4463.91,,492.46,65.83793028573737,83.19118379024354
0004911,$70.76,Agressivo,,5282.33,4061.41,6919.62,,2517.86,513.85,64.56038238878166,47.76465056949149
0031379,$3324.17,Moderado,1145.75,,3073.14,13016.27,5635.72,,503.83,51.247800544482445,57.16911472665658
0033252,$51.62,Agressivo,864.38,5170.75,,,5082.39,2272.26,504.96,93.09830109047473,72.91502817454058
0033569,$9192.15,Conservador,1184.04,5887.21,,9815.2,4929.71,,492.7,39.139896010203564,33.12705519832389
0019620,$55.51,Moderado,1031.1,5484.68,2782.44,7502.78,5831.01,,501.71,53.49228802285374,35.403042047721435
0030666,$542.79,Conservador,,5014.31,3129.64,11545.69,4686.72,2140.67,505.96,48.99769778322425,11.663231002701613
0003726,$5.70,Agressivo,1130.55,5720.37,3032.77,19539.72,5597.32,,489.06,1.329431113286994,25.695055490528528
0017182,$71749.54,Moderado,1133.29,5171.79,3013.43,,4843.39,,494.13,28.40439235830745,98.25918085297265
0023082,$15.65,Moderado,,5602.11,,12711.22,4793.31,2099.25,491.25,44.505738988155564,72.20619187553446
0009472,$2.16,Moderado,1770.17,4994.44,,,6152.41,2087.13,537.11,4.077359598517161,56.84685727160461
0008284,$775.96,Agressivo,1216.78,,3902.95,8875.96,4547.45,,482.11,12.078656046574165,15.283474652057317
0033547,$22790.43,Moderado,1114.98,6058.19,3666.98,5423.09,5625.73,,493.26,30.883936905368802,28.85576745971393
0017429,$44.50,Moderado,,5344.59,3278.97,23042.63,6270.37,2365.49,503.69,15.076711255880825,65.18952094219667
0019180,$8.50,Moderado,1496.02,5012.75,4325.14,9783.22,4388.69,2456.76,495.16,94.92993728749747,80.50640107355676
0023072,$11282.06,Conservador,1164.71,,3136.04,,4431.91,,500.35,79.61891130815505,12.17383271617618
0016979,$1.59,Agressivo,1079.72,4920.89,3575.54,,,,503.74,82.1223634850681,13.766851509169143
0033604,$71.84,Agressivo,1103.6,4853.4,3658.47,10488.54,5886.49,2618.28,501.47,71.5153850472918,24.119908723731488
0023057,$20738.51,Agressivo,939.17,4502.27,,15066.48,5435.24,2445.45,498.75,5.166640997072546,77.23000496505573
0012091,$5.05,Moderado,1085.49,,3409.03,,5550.63,,488.06,61.900604978288044,35.967457994317876
0027191,$4.42,Conservador,1619.3,4906.04,3192.44,5007.61,4001.07,2453.16,499.7,60.183371355704395,71.16101903101584
0024204,$94631.48,Agressivo,,4600.24,3312.27,,5409.14,,508.05,2.4455527031055024,20.397681985669514
0020026,$77398.94,Moderado,1082.87,5540.47,2735.11,,5879.32,2603.63,491.37,80.51808601026761,63.7465498996205
0029542,$314.38,Conservador,925.58,4512.56,2842.76,13046.68,,2199.73,520.26,32.854054473557305,51.33612028569087
0035543,$42.55,Agressivo,1279.28,5242.69,3073.49,,4679.58,2055.23,494.8,74.99362562629862,53.51542685014466
0024752,$66.26,Agressivo,,5160.06,3324.43,9631.03,5064.18,,509.15,43.246482025236,30.513143766267568
0023485,$3222.51,Conservador,1216.74,,2502.37,,4311.74,,503.71,97.21371769476156,79.73875062783519
0036084,$6.83,Moderado,1163.22,5917.74,2664.73,,5662.3,,499.26,83.48058796051248,5.556343352644532
0001002,$39.22,Moderado,1320.55,5032.18,3117.23,,4442.75,,505.77,52.03234590308645,15.049913952734272
0012482,$884.22,Moderado,,4752.97,2541.95,14608.94,5204.16,2282.64,497.35,59.21935793756102,63.3391724507616
0011920,$0.52,Moderado,1144.31,,2720.46,8188.4,4766.6,2586.05,505.49,77.72545248036172,82.42928346832073
0006108,$50.78,Moderado,1188.15,4822.25,2982.77,6560.62,6438.75,2377.8,476.99,64.55869108193836,77.20562535190518
0006295,$83.93,Agressivo,1256.5,4864.2,,9350.09,,2332.13,486.44,90.15060644410423,23.827560446302666
0026450,$5637.67,Moderado,,5497.55,,21702.52,4802.41,2161.73,485.91,99.94952401800059,83.93507478213567
0016772,$38.04,Moderado,1112.28,5578.08,,15854.74,5639.43,2030.18,500.25,37.48191283557749,46.636516692403674
0002084,$1.71,Conservador,,4774.92,3689.23,13464.89,4686.22,2015.79,503.97,46.22914352220505,82.82193741136565
0034868,$5.80,Moderado,1219.85,5771.31,2543.44,9964.43,6210.72,,512.7,84.85939568710067,85.36621434870769
0031040,$32607.69,Moderado,1506.81,,2530.67,7333.76,5519.32,2616.59,510.05,14.454126975300841,95.58688995481812
0028231,$65.15,Agressivo,,4783.75,,22150.86,4533.34,2273.73,497.32,43.58849043699825,19.352183101682996
0018328,$21.63,Conservador,819.11,5747.5,2643.46,32085.22,5221.52,2550.25,490.52,64.6520076077319,78.13206359881949
0032536,$84.41,Agressivo,,5330.8,3609.51,9355.38,4554.45,2296.64,510.47,77.26578855316892,31.349213883931327
0012043,$8.25,Agressivo,1324.83,4707.3,2688.68,,5401.47,,509.13,26.29620551969547,86.4650586977925
0021574,$18.81,Conservador,907.55,5492.4,3085.88,,5483.9,,511.52,88.58180168559852,2.2871011170428
0020808,$9313.80,Agressivo,,5181.84,3215.03,11256.55,4104.5,,499.52,99.74925192796125,89.64074379740342
0030856,$3.35,Moderado,1057.94,4914.33,2920.35,17306.25,6458.03,,503.7,63.78027769062786,7.841470026248054
0019048,$6089.59,Moderado,,,3196.62,,5038.16,,507.38,33.937775123706245,47.85070581884459
0006164,$61327.92,Agressivo,1304.99,4610.64,2691.59,17550.36,4806.42,2023.93,508.31,47.071608516614575,29.55276794130156
0013645,$6.07,Agressivo,812.99,4756.2,2620.53,6154.04,5303.95,,483.69,82.49672344980459,71.07885107134624
0027395,$6347.56,Conservador,,5427.63,2969.33,,4237.44,2070.86,503.85,24.16708955492283,59.207150130979436
0004411,$51484.17,Conservador,1180.36,5553.44,2688.61,7042.3,6324.29,2100.79,480.63,95.67258066490962,1.1093827927715405
0002581,$10.75,Agressivo,881.76,5260.95,2763.89,25079.19,,2290.54,492.58,9.948051725331242,71.42871492208916
0020918,$9.81,Conservador,999.41,5533.07,3159.81,33780.14,7073.52,,492.08,55.67598283899303,8.378037063572808
0033632,$33.45,Agressivo,1134.5,5868.65,2626.79,5566.96,4537.89,,497.6,7.831445179476515,45.89680953382506
0007575,$7.53,Conservador,,4654.98,,,,2086.0,503.2,5.065681551121026,61.929694947922734
0008736,$9.12,Moderado,1282.74,,3709.62,20189.28,6236.32,2613.48,513.06,39.069005087330865,74.41443272310033
0034269,$3370.58,Conservador,977.89,5290.77,2996.88,,4366.69,,504.63,64.95362114835888,5.842543346989981
0003387,$7.23,Agressivo,,4651.29,3364.72,21027.85,4143.91,,485.67,2.744192342727947,70.38771851571654
0014742,$1831.17,Moderado,920.33,4618.47,3310.07,36532.49,6366.32,2693.3,504.6,80.69126843143192,79.44714228865527
0024932,$88.59,Moderado,1502.65,4972.33,,16034.94,5822.98,2078.74,500.01,14.795535267132065,35.135042660181895
0001012,$4.76,Agressivo,939.57,4849.08,,6433.65,4782.46,,509.69,15.802208846457466,7.518222334305225
0024347,$537.25,Agressivo,,5180.01,3277.24,22146.92,4758.25,,509.49,93.10687284642934,99.89631893243318
0037889,$21344.73,Agressivo,,6042.74,3623.47,25298.73,4500.51,,491.66,20.342938503488796,88.45870358642391
0017724,$9.86,Conservador,1000.45,4937.9,3918.05,8211.84,4981.72,,498.8,59.65768439321381,72.72640929243715
0033286,$40.89,Conservador,,4782.78,3232.49,26362.0,6490.83,,515.57,99.62618319956853,50.6247167281622
0015839,$7.89,Moderado,1244.01,5280.62,3259.87,15193.68,5736.11,2266.96,502.83,91.89094077493841,44.60855825811612
0027080,$40212.95,Conservador,1019.52,4937.92,3128.12,7426.38,5532.34,2687.62,497.85,30.842340076722742,55.155359231629134
0004111,$2947.55,Conservador,1017.14,5876.85,2665.73,7911.33,5813.43,2472.85,493.24,30.51841355176733,24.44647693620685
0025550,$13812.94,Agressivo,,4767.45,2649.41,,,,500.55,31.430928402961168,7.968590252635332
0007079,$169.13,Conservador,,6466.64,3568.4,19319.94,6307.34,2322.63,503.85,90.28131583767798,37.11157295471528
0013466,$46838.43,Agressivo,969.33,5793.52,2808.79,37053.73,,2076.1,486.46,82.2031565065918,29.35892397790355
0029790,$92318.33,Moderado,,5182.66,3427.71,12864.49,4990.85,2122.92,504.01,80.45581367980992,79.25454804919427
0037420,$1738.10,Moderado,1090.0,4978.44,2962.93,,4220.34,,498.8,75.50791006719429,71.47861647720198
0033364,$331.49,Agressivo,891.92,5181.49,2528.93,23795.42,4182.12,,481.87,81.0506354063389,91.86645224062511
0014871,$750.00,Conservador,,4880.54,2579.96,,5257.93,2042.03,501.17,65.67316001470192,97.52151017782408
0000055,$4.96,Moderado,893.36,5490.24,2973.32,,4357.91,2184.05,478.19,1.0144422709874035,63.479806332339365
0029248,$2.52,Agressivo,828.73,5409.25,2854.58,6132.49,4242.66,,505.18,10.914816710254938,26.916149666163314
0030817,$11682.25,Moderado,1458.22,5602.61,,9883.42,,,514.91,49.81672678987677,13.707099071469187
0011430,$81.21,Conservador,961.4,4766.86,3744.09,,5094.69,,507.81,12.043293551854717,21.432905946006432
0011462,$9562.63,Agressivo,1158.38,4854.64,3222.61,11011.23,5565.36,,499.4,97.31919752327458,34.624407832655166
0011105,$6662.48,Moderado,,5617.14,3578.53,14646.93,4901.98,2031.73,520.8,58.90310719627859,75.2695682396829
0006514,$965.57,Conservador,938.82,4997.52,3523.3,17953.82,4917.43,,488.71,24.768210267122114,72.95843347228477
0037097,$722.34,Agressivo,1209.41,4564.16,3219.09,19714.0,5445.05,2767.78,505.63,62.94492042857769,58.0440533378074
0024346,$80149.45,Agressivo,1543.16,5577.24,3180.33,30446.84,5892.0,2003.26,490.41,46.660465739015486,60.31430376331179
0000216,$3938.77,Moderado,954.11,5111.51,3230.09,,5071.72,,496.58,61.30981824840303,52.93988075328131
0036833,$40.49,Moderado,,5336.15,2730.99,,5539.87,,508.85,10.426809025902294,25.637438512754194
0034901,$71837.69,Moderado,934.89,5706.12,,,4186.59,,502.29,92.10800077520979,16.18533508796358
0017455,$137.86,Agressivo,1345.91,5216.22,2654.1,,6857.78,,497.25,7.811205784467711,74.64553273643699
0038657,$7247.97,Agressivo,887.84,5952.98,3624.71,,5730.08,2848.33,478.21,5.316725662897747,67.03177345713456
0001113,$36.80,Moderado,1174.06,,3431.73,,,2408.97,502.9,38.43573281134761,62.592986149177655
